"APPLICATION #",FORM_NUMBER,FILE_DATE,STATUS_DATE,STATUS,STATUS_CODE,EXPIRATION_DATE,"ESTIMATED COST","REVISED COST","EXISTING USE","EXISTING UNITS","PROPOSED USE","PROPOSED UNITS",PLANSETS,15_DAY_HOLD?,"EXISTING STORIES","PROPOSED STORIES","ASSESSOR STORIES","VOLUNTARY SOFT-STORY RETROFIT","NO OF PAGES",BLOCK,LOT,STREET_NUMBER,STREET_NUMBER_SFX,AVS_STREET_NAME,AVS_STREET_SFX,UNIT,UNIT_SFX,FIRST_NAME,LAST_NAME,CONTRACTORPHONE,COMPANY_NAME,STREET_NUMBER,STREET,STREET_SUFFIX,CITY,STATE,ZIP_CODE,CONTACT_NAME,CONTACT_PHONE,DESCRIPTION,
#201509157055,8,2015/09/15,2015/10/05,ISSUED,9,2016/10/05,30000,45000,APARTMENTS,12,APARTMENTS,12,2,,3,3,3,,2,0467A,11,3535,,FILLMORE,ST,,,RICHARD,FLORES,5109070134,"FLORES GENERAL BUILDING",2630,109TH,AV,OAKLAND,CA,94605-0000,,,"REMODEL (E) KITCHEN & BATHROOM IN UNIT 104. MOVE NON-BEARING WALLS  ELECTRICAL  PLUMBING  DRYWALL  PAINT AND FLOOR REFINISH. ADD BATHROOM",
#201509167075,4,2015/09/16,2015/10/05,ISSUED,9,2016/02/05,3000,3000,OFFICE,,,,2,,2,,2,,5,3775,84,461,,BRYANT,ST,,,"ALLEN THOMAS  RAY PAUL",,5102329610,"THOMAS SWAN SIGN CO INC",2717,GOODRICK,AV,RICHMOND,CA,94801-0000,,,"ERECT NON ILLUM SIGN.  MAHER NA",
#201509167076,4,2015/09/16,2015/10/05,ISSUED,9,2016/02/05,2000,2000,OFFICE,,,,2,,2,,2,,5,3775,84,461,,BRYANT,ST,,,"ALLEN THOMAS  RAY PAUL",,5102329610,"THOMAS SWAN SIGN CO INC",2717,GOODRICK,AV,RICHMOND,CA,94801-0000,,,"ERECT NON ILLUM SIGN.  MAHER NA",
#201509167096,8,2015/09/16,2015/10/02,ISSUED,9,2016/10/02,14500,30133,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,,2,3,2,,3,6556,021A,561,,CLIPPER,ST,,,EMAD,EID,7072807805,"FIRE GUARD PROTECTION INC.",6092,"DAWN CT",,"ROHNERT PARK",CA,94928-0000,,,"INSTALL FIRE SPRINKLER SYSTEM IN ALL FLOOR PER NFPA 13R. Garage NFPA 13. 2-inch combination service.",
#201509167097,8,2015/09/16,2015/10/02,ISSUED,9,2016/10/02,14500,30000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2,,3,4,2,,3,6538,21,4184,,25TH,ST,,,EMAD,EID,7072807805,"FIRE GUARD PROTECTION INC.",6092,"DAWN CT",,"ROHNERT PARK",CA,94928-0000,,,"INSTALL FIRE SPRINKLER SYSTEM IN ALL FLOOR PER NFPA 13R. Garage NFPA 13. 2-inch combination service.",
#201509167097,8,2015/09/16,2015/10/02,ISSUED,9,2016/10/02,14500,30000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2,,3,4,2,,3,6538,21,4186,,25TH,ST,,,EMAD,EID,7072807805,"FIRE GUARD PROTECTION INC.",6092,"DAWN CT",,"ROHNERT PARK",CA,94928-0000,,,"INSTALL FIRE SPRINKLER SYSTEM IN ALL FLOOR PER NFPA 13R. Garage NFPA 13. 2-inch combination service.",
#201509167122,8,2015/09/16,2015/10/05,ISSUED,9,2017/10/05,400000,600000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2,Y,2,2,2,,25,4088,14,2652,,21ST,ST,,,GERARDO,MORAN,4084227197,"BAY BUILDING STRUCTURES INC",1401,"REDHAWK CIRCLE",,FREMONT,CA,94538-0000,,,"REMODEL EXTG UPPER LEVEL DWELLING UNIT  NEW ROOF DECK  NEW KITCHEN AND BATH. CONVERT COMMERCIAL GROUND FLOOR TO RESIDENTIAL; NEW KITCHEN AND BATHROOMS BY RELOCATING UNIT ABOVE GARAGE (882 HAMPSHIRE) TO FRONT BUILDING EXISTING COMMERCIAL UNIT.  SPRINKLERS UNDER SEPARATE PERMIT.",
#201509167123,8,2015/09/16,2015/10/26,ISSUED,9,2016/10/26,60000,60000,OFFICE,0,OFFICE,0,2,Y,2,2,0,,4,4591C,10,101,,HORNE,AV,,,JANETTA,JONES,4152391504,"CARTERS CONSTRUCTION",553,ORIZABA,AV,"SAN FRANCISCO",CA,94132-0000,,,"REPLACE EXISTING EXIT EXTERIOR STAIRS IN-KIND MAHER NA",
#201509167127,8,2015/09/16,2015/10/05,ISSUED,9,2016/04/05,7500,7500,APARTMENTS,106,APARTMENTS,106,2,,24,24,1,,1,127,134,999,,GREEN,ST,3101,,BRUCE,LLOYD,4155165230,"BJLGC INC",125,POPE,ST,"SAN FRANCISCO",CA,94112-0000,,,"Revision to apn: 201504134444. In kind window replacement  single glaze to dual glaze  on north and west elevations  Fleetwood brand  bronze mullions  tempered glass. Enclosing approx 20 sq ft of existing balcony.",
#201509167143,4,2015/09/16,2015/10/29,ISSUED,9,2016/02/29,5000,5000,"FOOD/BEVERAGE HNDLNG",54,,,2,,3,,0,,3,452,2,920,,"NORTH POINT",ST,,,,,,,,,,,,,,,"TO ERECT NON-ELECTRIC  WALL  SINGLE FACED SIGN. ** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 NOT REQUIRED **",
#201509167144,8,2015/09/16,2015/10/07,ISSUED,9,2016/10/07,190000,190000,OFFICE,,OFFICE,,2,,24,24,24,,49,3708,96,55,,02ND,ST,0,,"WILLIAM ARTHUR",SWINERTON,4154212980,"SWINERTON BUILDERS",260,TOWNSEND,ST,"SAN FRANCISCO",CA,94107-0000,,,"3RD FLOOR: PROVIDE CUBICLES  ADD TWO  OFFICES  PROVIDE I.T. ROOM. MINOR LIGHTING MODIFICATIONS  INSTALL 2 WATER COOLED HEAT PUMP  PROVIDE POWER TO SERVERS. MAHER NA",
#201509167146,7,2015/09/16,2015/10/29,ISSUED,9,2016/02/29,2000,2000,,,,,2,,,,0,,3,452,2,920,,"NORTH POINT",ST,,,RON,TAYLOR,9259346133,"TERRA NOVA INDUSTRIES",1607,"TICE VALLEY",BL,"WALNUT CREEK",CA,94563,,,"TO ERECT NON-ELECTRIC  WALL  SINGLE FACED  PAINTED WALL SIGN. ** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 NOT REQUIRED **",
#201509167147,7,2015/09/16,2015/10/29,ISSUED,9,2016/02/29,400,400,,,,,2,,,,0,,3,452,2,920,,"NORTH POINT",ST,,,RON,TAYLOR,9259346133,"TERRA NOVA INDUSTRIES",1607,"TICE VALLEY",BL,"WALNUT CREEK",CA,94563,,,"TO ERECT NON-ELECTRIC  SINGLE FACED  DOOR/WINDOW SIGN. ** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 NOT REQUIRED **",
#201509167148,7,2015/09/16,2015/10/29,ISSUED,9,2016/02/29,400,400,,,,,2,,,,0,,3,452,2,920,,"NORTH POINT",ST,,,RON,TAYLOR,9259346133,"TERRA NOVA INDUSTRIES",1607,"TICE VALLEY",BL,"WALNUT CREEK",CA,94563,,,"TO ERECT NON-ELECTRIC  SINGLE FACED  DOOR/WINDOW SIGN. ** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 NOT REQUIRED **",
#201509167154,8,2015/09/16,2015/10/05,ISSUED,9,2016/04/05,8000,15000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2,,3,3,2,,4,0462A,30,248,,MALLORCA,WY,,,PATRICK,"JUN LIN",4159998013,"AERO CONSTRUCTION INC",1945,"20TH AVENUE",,"SAN FRANCISCO",CA,94116-0000,,,"REVISION TO PA#201508103849  KITCHEN AND BATHROOM REMODEL ON BOTH UNITS PER PLAN. N/A ORDINANCE #155-13",
#201509167154,8,2015/09/16,2015/10/05,ISSUED,9,2016/04/05,8000,15000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2,,3,3,2,,4,0462A,30,250,,MALLORCA,WY,,,PATRICK,"JUN LIN",4159998013,"AERO CONSTRUCTION INC",1945,"20TH AVENUE",,"SAN FRANCISCO",CA,94116-0000,,,"REVISION TO PA#201508103849  KITCHEN AND BATHROOM REMODEL ON BOTH UNITS PER PLAN. N/A ORDINANCE #155-13",
#201509167180,8,2015/09/16,2015/10/02,ISSUED,9,2016/02/02,1,1,"RETAIL SALES",0,"RETAIL SALES",0,2,,9,9,,,26,3705,49,845,,MARKET,ST,,,OWNER,,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"1ST FLOOR  SUITE #100: REVISION TO PA 2015 0622 9582 - ADJUST PARTITIONS  LIGHTING & MECH",
#201509167189,8,2015/09/16,2015/10/20,ISSUED,9,2016/10/20,175000,300000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,,4,4,2,,27,865,12,52,,PIERCE,ST,,,JOHN,FERRARONE,4154601575,"PLATH & COMPANY INC",1575,"EAST FRANCISCO",BL,"SAN RAFAEL",CA,94901-0000,,,"interior remodel on 2nd and 4th floors.  addition of 2 bathroomd. structural work. voluntary structural upgrade. approved under pa 2015 0713 1289. no exterior work",
#201509167195,8,2015/09/16,2015/10/02,ISSUED,9,2016/10/02,78000,78000,OFFICE,,OFFICE,,2,,3,3,3,,7,3788,009A,144,,TOWNSEND,ST,,,"HELGE THEISS-NYLAND",,5102337000,"BAY CITY MECHANICAL INC",4124,"LAKESIDE DRIVE",,RICHMOND,CA,94804,,,"LIMITED DEMO OF (E) DUCTWORK MODIFICATION OF (E) DUCTWORK  INSULATION  AS REQD BY T-24. FURNISH & INSTALL 7 NEW VRV FANCOILS INDEPENDENT A18 BALANCING",
#201509167196,8,2015/09/16,2015/10/02,ISSUED,9,2016/02/02,5000,5000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2,,2,2,1,,2,5312,11,1738,,OAKDALE,AV,,,OWNER,,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"IN KIND REPLACEMENT OF EXTG REAR STAIRS EXCEEDS 50 % REPLACEMENT  REQUIRED SECOND MEANS OF EGRESS.",
#201509167196,8,2015/09/16,2015/10/02,ISSUED,9,2016/02/02,5000,5000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2,,2,2,1,,2,5312,11,1740,,OAKDALE,AV,,,OWNER,,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"IN KIND REPLACEMENT OF EXTG REAR STAIRS EXCEEDS 50 % REPLACEMENT  REQUIRED SECOND MEANS OF EGRESS.",
#201509177208,8,2015/09/17,2015/10/23,ISSUED,9,2016/02/23,2000,5000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,,2,2,1,,1,2975,20,174,,GRANVILLE,WY,,,MARIO,SARMENTO,4158614683,"MARIO SARMENTO",404,OAK,ST,"SAN FRANCISCO",CA,94102-0000,,,"TEMPORARY BLDG SHORING TO ACCOMMODATE EXCAVATION PER APPLICATION #201404254203",
#201509177215,8,2015/09/17,2015/10/20,ISSUED,9,2016/10/20,60000,60000,APARTMENTS,3,APARTMENTS,3,2,,3,3,3,,9,3756,19,20,A,RINGOLD,ST,,,MAXIMO,ARCADIA,4155873734,"MAXIMO CONSTRUCTION",175,"PEABODY ST",,"SAN FRANCISCO",CA,94134-0000,,,"REMODEL ONE KITCHEN AND ONE BATHROOM  ADD 1 NEW BATHROOM. N/A ORDINANCE #155-13",
#201509177218,8,2015/09/17,2015/10/02,ISSUED,9,2016/10/02,165000,165000,OFFICE,33,OFFICE,33,2,,26,26,21,,25,208,28,655,,MONTGOMERY,ST,0,,"JAMES NAYLOR",BRUNTZ,4158961102,"COMMERCIAL INTERIOR BUILDERS INC",101,"THE EMBARCADERO",,"SAN FRANCISCO",CA,94105-0000,,,"1TH FLOOR SUITE 1170 INTERIOR TENANT IMPROVEMENT - NEW NON-STRUCTURAL PARTITIONS  BREAK AREA & FINISHES THROUGHOUT SUITE. NO NEW FIRE SMOKE DAMPERS. MECHANICAL & ELECTRICAL/ENGINEERING INCLUDED. LIFE SAFETY & SPRINKLER UNDER SEPARATE PERMIT.",
#201509177219,8,2015/09/17,2015/10/23,ISSUED,9,2016/04/23,13000,23044,APARTMENTS,72,APARTMENTS,72,2,,7,7,7,,2,322,1,601,,OFARRELL,ST,,,OSCAR,ESCALANTE,6509211186,"PALMERA CONSTRUCTION CO",19,CHATEAU,CT,"SOUTH SAN FRANCISCO",CA,94080-0000,,,"#208: 2nd FLR. REMODEL UNIT - relocate KITCHEN  ADD WASHER AND DRYER. convert (e) dining to bedroom.  MAHER NA",
#201509177221,8,2015/09/17,2015/10/08,ISSUED,9,2016/04/08,25000,25000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,,2,2,1,,1,5644,19,245,,PROSPECT,AV,,,"THOMAS GERARD",KEEGAN,4152054056,"KEEGAN CONTRUCTION INC.",,"P.O.BOX 460790",,"SAN FRANCISCO",CA,94146-0000,,,"NEW FOUNDATION ALONG SOUTH PROPERTY LINE.",
#201509177222,3,2015/09/17,2015/10/15,ISSUED,9,2016/10/15,175000,175000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,,2,3,2,,4,2688,72,89,,BELGRAVE,AV,,,"JOHN BARCEWSKI","LARS LARSEN",4154795566,"BARCEWSKI INC DBA SUNSHINE CONSTRUCTION",4136,"REDWOOD HWY  STE 13",,"SAN RAFAEL",CA,94903,,,"TEMPORARY SHORING FOR NEW FOUNDATION.",
#201509177231,8,2015/09/17,2015/10/09,ISSUED,9,2016/10/09,20000,32000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2,,3,3,2,,5,927,24,3336,,BRODERICK,ST,,,OWNER,,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"CONSTRUCT 1 NEW 1/2 BATHROOM  FAMILY ROOM AND STUDY ON GROUND FLOOR IN (E) STORAGE AREA. MAHER NA",
#201509177233,8,2015/09/17,2015/10/01,ISSUED,9,2016/10/01,45000,76000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,,2,2,2,,5,7092,89,503,,CAPITOL,AV,,,"SEN HAI",LEI,5107592156,"S L & W CONSTRUCTION COMPANY",2156,"PACIFIC AVENUE",,ALAMEDA,CA,94501-0000,,,"remodel kitchen  2 bathrooms  add 1 new bath on 1st flr.  legalize 2 bedrooms  add 1 bathroom on 2nd flr. replace (e) W/H and furnace",
#201509177240,8,2015/09/17,2015/10/02,ISSUED,9,2016/10/02,30000,30000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,,2,2,2,,1,4969,19,1052,,JAMESTOWN,AV,,,"YU GAO",WU,4154676578,"WU YU GAO CONSTRUCTION",59,SOMERSET,ST,"SAN FRANCISCO",CA,94134-0000,,,"TO COMPLY WITH NOV 2010 36222: REMOVE ILLEGAL UNIT IN (E) BASEMENT. REMOVE 2 BEDROOMS  1 FULL BATH  1 KITCHEN & STORAGE. REMOVE BATHROOM SHOWER  TOILET & SINK TO SOURCE. REMOVE KITCHEN STOVE  CABINETS  FRDGE  COUNTER  AND SINK TO SOURCE PER PLAN",
#201509177247,8,2015/09/17,2015/10/13,ISSUED,9,2017/10/13,500000,500000,OFFICE,0,OFFICE,0,2,,45,45,45,,39,230,28,1,,"EMBARCADERO CENTER",*,,,RICH,LERNER,4156410800,"DOME CONSTRUCTION CORP",393,"EAST GRAND",AV,"SO. SAN FRANCISCO",CA,94080-0000,,,"15TH FLOOR SUITE 1550 PARTIAL FLOOR T.I. FOR SINGLE TENANT INCLUDING SELECTIVE DEMO  NEW PARTITION  FINISHES  RCP. MEP DESIGN BUILD UNDER SEPARATE PERMIT. N/A MAHER ORDINANCE",
#201509177248,8,2015/09/17,2015/10/29,ISSUED,9,2016/10/29,225000,225000,"RETAIL SALES",0,"RETAIL SALES",0,2,,8,8,,,32,3705,49,845,,MARKET,ST,,,,,,,,,,,,,,,"#307 - INTERIOR ONLY TI TO EXISTING GODIVA RETAIL STORE 1076",
#201509177267,8,2015/09/17,2015/10/16,ISSUED,9,2016/10/16,50000,70000,APARTMENTS,6,APARTMENTS,6,2,,3,3,3,,5,116,40,24,,JASPER,PL,0,,BEHRUZ,"VAHDANI SANAVI",9493641090,"U S PRIME CONTRACTOR INC",28570,"MARGUERITE PKWY SUITE #204",,"MISSION VIEJO",CA,92692-0000,,,"soft story retrofit per sect sfbc 2013 ord 66-13  2012 IEBC  APPENDIX A-4.",
#201509177273,8,2015/09/17,2015/10/19,ISSUED,9,2017/10/19,305000,305000,"2 FAMILY DWELLING",2,APARTMENTS,3,2,,3,3,2,,8,0463A,13,162,,ALHAMBRA,ST,0,,TROY,CLEMONS,7073962136,"BUILD TO PLEASE",4847,DAYWALD,DR,SEBASTOPOL,CA,822795,,,"CONSTRUCT A NEW RES. UNIT IN AN (E) 2 UNIT  3 STORY BLD. THE NEW UNIT WILL BE ON THE GROUND FLOOR  WITHIN THE (E) ENVELOPE IN (E) GARAGE & STORAGE SPACE  THE UNIT WILL HAVE LIV & DINING AREARS  KITCHEN  1 BATH  1 BEDRM. AUTOMATIC FIRE SPRINKLERS WLL BE INSTALLED THROUGHOUT GRND LVL -UNDER SEP PERMIT",
#201509177273,8,2015/09/17,2015/10/19,ISSUED,9,2017/10/19,305000,305000,"2 FAMILY DWELLING",2,APARTMENTS,3,2,,3,3,2,,8,0463A,13,164,,ALHAMBRA,ST,0,,TROY,CLEMONS,7073962136,"BUILD TO PLEASE",4847,DAYWALD,DR,SEBASTOPOL,CA,822795,,,"CONSTRUCT A NEW RES. UNIT IN AN (E) 2 UNIT  3 STORY BLD. THE NEW UNIT WILL BE ON THE GROUND FLOOR  WITHIN THE (E) ENVELOPE IN (E) GARAGE & STORAGE SPACE  THE UNIT WILL HAVE LIV & DINING AREARS  KITCHEN  1 BATH  1 BEDRM. AUTOMATIC FIRE SPRINKLERS WLL BE INSTALLED THROUGHOUT GRND LVL -UNDER SEP PERMIT",
#201509177287,8,2015/09/17,2015/10/15,ISSUED,9,2016/04/15,20000,20000,APARTMENTS,153,APARTMENTS,153,2,,13,13,13,,11,7308,1,310,,ARBALLO,DR,,,"JOHN F",CONNOLLY,9252280924,"JFC CONSTRUCTION INC.",4901,PACHECO,BL,MARTINEZ,CA,94553-0000,,,"REPLACE 9 ANTENNAS ON EXTG VERIZON WIRELESS FACILITY.",
#201509177294,8,2015/09/17,2015/10/02,ISSUED,9,2016/04/02,8000,10000,OFFICE,0,OFFICE,0,2,,17,17,17,,32,268,19,250,,MONTGOMERY,ST,,,IAN,TALLON,6508711962,"NORTHERN SUN ASSOCIATES",200,"SO.  SPRUCE",AV,"S SAN FRANCISCO",CA,94080,,,"TI INCLUDE NEW MEC  ELECTRICAL  PLUMBNG & T-24 ASSOCIATED WITH SEPARATE PERMIT PA 2015-0505-5353. MAHER NA",
#201509177322,4,2015/09/17,2015/10/09,ISSUED,9,2016/02/09,2500,2500,OFFICE,0,,,2,,33,,33,,10,3721,120,555,,MISSION,ST,0,,RICHARD,LUCHINI,5105337693,"ARROW SIGN COMPANY",1051,46TH,AV,OAKLAND,CA,94601,,,"ELECTRIC WALL SIGN",
#201509177330,8,2015/09/17,2015/10/14,ISSUED,9,2016/04/14,1,25000,"RETAIL SALES",1186,"RETAIL SALES",1186,2,,14,14,14,,8,307,1,335,,POWELL,ST,,,MATTHEW,TRIPP,6176227000,"SHAWMUT WOODWORKING & SUPPLY INC",560,HARRISON,AV,BOSTON,MA,02118-0000,,,"2ND FLOOR - REVISION TO PA 2015-0416-3827. Alteration to EGRESS DOOR; (N) ceilings and rated walls in basement. MAHER NA. Sprinkler deferred (if required)",
#201509177334,8,2015/09/17,2015/10/01,ISSUED,9,2016/10/01,200000,200000,OFFICE,0,OFFICE,0,2,,41,41,41,,33,289,4,1,,SANSOME,ST,,,"YAKUB ALI",VALI,7146326680,"DEB CONSTRUCTION CORP.",1210,"NORTH JEFFERSON",ST,ANAHEIM,CA,92807,,,"31ST FLOOR  OFFICE TI/DEMISING WALL. MAHER NA.  Sprinkler & alarm under deferred submittal.",
#201509187372,8,2015/09/18,2015/10/01,ISSUED,9,2016/02/01,1,1,APARTMENTS,18,APARTMENTS,18,2,,4,4,3,,3,2650,7,2727,,MARKET,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"SOFT STORY RETROFIT TO COMPLY WITH SFBC CH 34 B BASED ON IEBC APPENDIX A4 STRUCTURAL CALCS. REVISION TO 201506189263",
#201509187378,8,2015/09/18,2015/10/15,ISSUED,9,2016/02/15,3000,3000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2,,4,4,1,,1,0462A,49,45,,CERVANTES,BL,0,,GARDNER,FORSTER,9258585343,"G FORSTER CONSTRUCTION INC.",107,"CLOVER HILL",CT,DANVILLE,CA,94520-0000,,,"PARTIAL COMPLY 201565671. REBUILD REAR STAIRS OFF OF E DECK AS PER 201006094165. REMAINING SCOPE OF WORK FROM NOV UNDER SEPARATE PERMIT",
#201509187379,8,2015/09/18,2015/10/21,ISSUED,9,2016/02/21,1,1,APARTMENTS,6,APARTMENTS,6,2,,3,3,3,,1,116,30,567,,UNION,ST,,,DANIEL,WONG,4158063163,"SINCERE CONSTRUCTION COMPANY INC",,"P.O. BOX 298",,BRISBANE,CA,94005-0000,,,"SEISMIC EVALUATION TO A 4 FOR LOWEST LEVEL TARGET STORY. SOFT STORY 2012 IEBC APPENDIX A-4",
#201509187396,8,2015/09/18,2015/10/08,ISSUED,9,2017/10/08,600000,530000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,,3,3,2,,36,1305,18,40,,27TH,AV,,,AARON," GORDON",4156824242,"AARON GORDON CONSTRUCTION INC",2261,"SHAFTER AVE",,"SAN FRANCISCO",CA,94124-0000,,,"REVISION TO APP#201506128859. DEMO EXTG CONCRETE SLAB AT 1ST FLOOR  LOWER FLOOR WITH NEW FOUNDATION. NEW WET BAR  RESLOPE DRIVEWAY.  RELOCATE KITCHEN  CONSTRUCT NEW HALF BATH  & RECONFIGURE EXTG BATH. REPLACE EXTG WINDOW AND DECK FINISHES FROM DRY ROT REPAIR. INSTALL NEW RADIANT FLOOR.",
#201509187404,8,2015/09/18,2015/10/20,ISSUED,9,2016/04/20,5000,6000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,3,3,2,,6,1612,5,731,,32ND,AV,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"ADD DECK AT REAR PER PLAN",
#201509187405,8,2015/09/18,2015/10/08,ISSUED,9,2016/02/08,100,4200,"FOOD/BEVERAGE HNDLNG",329,"FOOD/BEVERAGE HNDLNG",329,2,,15,15,1,,2,8720,117,420,,"MISSION BAY BLVD NORTH",BL,101,,THOMAS,BARNES,4155505900,"T C B   BUILDERS INC",130,DORE,AV,"SAN FRANCISCO",CA,94103-0000,,,"(N) PATIO RAILING. N/A ORDINANCE #155-13",
#201509187423,8,2015/09/18,2015/10/07,ISSUED,9,2016/10/07,45000,95000,APARTMENTS,36,APARTMENTS,36,2,,5,5,4,,6,832,4,207,,GOUGH,ST,,,TONY,LAU,4158124776,"K A LAU CONSTRUCTION",414,15TH,AV,"SAN FRANCISCO",CA,94118-0000,,,"WORK IN UNIT #22: INTERIOR REMODEL 1 1 BEDROOM APARTMENT. REMODEL BATH WITH NEW FIXTURES AND FINISHES. RELOCATE E KITCHEN. ADD NEW WALLS TO MAKE 1 ADDITIONAL BEDROOM. ELEC/PLUMB WORK INSIDE APT",
#201509187434,8,2015/09/18,2015/10/26,ISSUED,9,2016/10/26,62000,62000,OFFICE,0,OFFICE,0,2,,11,11,11,,20,295,6,360,,POST,ST,,,NELSON,HIRAGA,6505883893,"MARCHETTI GROUP",184,HARBOR,WY,"SOUTH SAN FRANCISCO",CA,94080-0000,,,"TI SUITE 602 ON 6TH FL. WORK INCLUDES NEW PARTITIONS  DOORS  FRAMES  FINISHES  CASEWORK  MEP  FIRE PROTECTION UNDER SEP PERMIT",
#201509187447,8,2015/09/18,2015/10/05,ISSUED,9,2016/10/05,250000,250000,"RETAIL SALES",0,OFFICE,0,2,,4,4,0,,20,3724,18,800,,HOWARD,ST,,,"SOUTHLAND INDUSTRIES",,4089703777,"SOUTHLAND INDUSTRIES",33225,WESTERN,AV,"UNION CITY",CA,94587-0000,,,"WEST PODS: TENANT IMPROVEMENT OF EXISTING RETAIL SPACE INTO PRIVATE OFFICES. NEW MECHANICAL PIPING AND DUCTWORK FOR HVAC REF 201504305062",
#201509217502,8,2015/09/21,2015/10/08,ISSUED,9,2016/04/08,18000,18000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,,2,2,1,,1,524,49,1350,A,FILBERT,ST,,,"IAN A",GRAY,4156864896,"GRAY INDUSTRIES INC",249,"LOS ANGELES",BL,"SAN ANSELMO",CA,94960,,,"REVISION TO PA#201507082655 FRAMING REVISION.",
#201509217508,8,2015/09/21,2015/10/05,ISSUED,9,2016/10/05,80000,80000,APARTMENTS,6,APARTMENTS,6,2,,3,3,2,,5,1381,28,148,,22ND,AV,,,"REZA & AMIR",NABIPOUR,4155522215,"NABI CONSTRUCTION & ENGINEERING INC",340,DIVISION,ST,"SAN FRANCISCO",CA,94103-0000,,,"SEISMIC UPGRADE FOR SOFT STORY AS PER SFBC CHAPTER 34B  2012 IEBC APPENDIX A-4 DESIGN METHOD",
#201509217512,8,2015/09/21,2015/10/06,ISSUED,9,2016/10/06,85000,85000,APARTMENTS,12,APARTMENTS,12,2,,4,4,3,,6,1512,57,6815,,GEARY,BL,,,"REZA & AMIR",NABIPOUR,4155522215,"NABI CONSTRUCTION & ENGINEERING INC",340,DIVISION,ST,"SAN FRANCISCO",CA,94103-0000,,,"SEISMIC UPGRADE FOR SOFT STORY AS PER SFBC CHAPTER 34B. 2012 IEBC APPENDIX A-4 DESIGN METHOD.",
#201509217513,8,2015/09/21,2015/10/23,ISSUED,9,2016/10/23,90000,90000,APARTMENTS,7,APARTMENTS,7,2,,4,4,3,,7,100,22,888,,UNION,ST,,,"REZA & AMIR",NABIPOUR,4155522215,"NABI CONSTRUCTION & ENGINEERING INC",340,DIVISION,ST,"SAN FRANCISCO",CA,94103-0000,,,"SEISMIC UPGRADE FOR SOFT STORY AS PER SFBC CHPATER 34 B  2012 IEBC APPENDIX A-4 DESIGN METHOD",
#201509217552,8,2015/09/21,2015/10/07,ISSUED,9,2016/02/07,1,1,OFFICE,,OFFICE,,2,,21,21,21,,6,3708,57,555,,MARKET,ST,,,"JEFFREY JON",NIELSEN,6502271957,"B N B T BUILDERS INC DBA BNBUILDERS",201,"REDWOOD SHORES",PK,"REDWOOD CITY",CA,94065-0000,,,"7TH FLOOR - REVISION TO APPROVED PA 2015-09-01-5804. CHANGES TO MEP ONLY",
#201509217554,8,2015/09/21,2015/10/13,ISSUED,9,2016/02/13,1,1,OFFICE,,OFFICE,,2,,9,9,10,,32,240,2,417,,MONTGOMERY,ST,,,RICH,LERNER,4156410800,"DOME CONSTRUCTION CORP",393,"EAST GRAND",AV,"SO. SAN FRANCISCO",CA,94080-0000,,,"2ND floor: TI - UPGRADE ELECTRICAL  MECHANICAL  PLUMBING INCLUDING LIFE SAFETY. REF PA 2015 0826 5371",
#201509217556,8,2015/09/21,2015/10/07,ISSUED,9,2016/02/07,1,1,OFFICE,0,OFFICE,0,2,,21,21,21,,14,3708,57,555,,MARKET,ST,,,"JEFFREY JON",NIELSEN,6502271957,"B N B T BUILDERS INC DBA BNBUILDERS",201,"REDWOOD SHORES",PK,"REDWOOD CITY",CA,94065-0000,,,"8TH FLOOR - REVISION TO APPROVED PA 2015-09-01-5808. CHANGES TO MEP ONLY",
