"APPLICATION #",FORM_NUMBER,FILE_DATE,STATUS_DATE,STATUS,STATUS_CODE,EXPIRATION_DATE,"ESTIMATED COST","REVISED COST","EXISTING USE","EXISTING UNITS","PROPOSED USE","PROPOSED UNITS",PLANSETS,15_DAY_HOLD?,"EXISTING STORIES","PROPOSED STORIES","ASSESSOR STORIES","VOLUNTARY SOFT-STORY RETROFIT","NO OF PAGES",BLOCK,LOT,STREET_NUMBER,STREET_NUMBER_SFX,AVS_STREET_NAME,AVS_STREET_SFX,UNIT,UNIT_SFX,FIRST_NAME,LAST_NAME,CONTRACTORPHONE,COMPANY_NAME,STREET_NUMBER,STREET,STREET_SUFFIX,CITY,STATE,ZIP_CODE,CONTACT_NAME,CONTACT_PHONE,DESCRIPTION,
#201704254823,8,2017/04/25,2017/05/16,ISSUED,9,2017/11/16,10000,10000,APARTMENTS,12,APARTMENTS,12,2,,3,3,3,,3,335,18,677,,ELLIS,ST,0,,JAHAZIEL,DELGADO,3103456701,"PS2 INC",17903,"SOUTH HOBART BLVD",,GARDENA,CA,90248-0000,,,"TO COMPLY WITH NOV #201630491 & NOV #201696561 - REPAIR THE EXISTING MAIN STAIR  & RESTORE CONNECTION TO BASEMENT LEVEL. THIS PROJECT INVOLVES REPAIR OF LESS THAN 25% OF EXISTING STAIRWAY. N/A MAHER ORDINANCE",
#201704254827,4,2017/04/25,2017/05/09,ISSUED,9,2017/09/09,2000,2000,"RETAIL SALES",0,,,2,,38,,38,,13,3709,14,425,,MARKET,ST,,,WILLIAM,BATTERMAN,9167979445,"SIGN OF LIGHT",9499,"HIGHLAND PARK",DR,ROSEVILLE,CA,95678-0000,,,"INSTALL (1) ILLUMINATED SINGLE FACED HANGING SIGN FOR AT&T",
#201704254828,4,2017/04/25,2017/05/17,ISSUED,9,2017/11/17,6000,6000,"FOOD/BEVERAGE HNDLNG",0,,,2,,23,,23,,10,240,7,580,,CALIFORNIA,ST,0,,"JEFFREY M STERN",,8009959099,"SUPERIOR ELECTRICAL ADVERTISING INC",1700,"WEST ANAHEIM",ST,"LONG BEACH",CA,90813-1195,,,"INSTALL (2) ILLUMINATED WALL SIGNS ONTO EXISTING CABINETS ""STARBUCKS"".",
#201704254830,4,2017/04/25,2017/05/09,ISSUED,9,2017/09/09,2000,2000,"RETAIL SALES",0,,,2,,38,,38,,13,3709,14,425,,MARKET,ST,,,WILLIAM,BATTERMAN,9167979445,"SIGN OF LIGHT",9499,"HIGHLAND PARK",DR,ROSEVILLE,CA,95678-0000,,,"INSTALL (1) ILLUMINATED SINGLE FACED HANGING SIGN FOR AT&T",
#201704254831,4,2017/04/25,2017/05/09,ISSUED,9,2017/09/09,2000,2000,"RETAIL SALES",0,,,2,,38,,38,,13,3709,14,425,,MARKET,ST,,,WILLIAM,BATTERMAN,9167979445,"SIGN OF LIGHT",9499,"HIGHLAND PARK",DR,ROSEVILLE,CA,95678-0000,,,"INSTALL (1) ILLUMINATED SINGLE FACED HANGING SIGN FOR AT&T",
#201704254832,4,2017/04/25,2017/05/17,ISSUED,9,2017/09/17,2000,2000,"FOOD/BEVERAGE HNDLNG",0,,,2,,23,,23,,10,240,7,580,,CALIFORNIA,ST,0,,"JEFFREY M STERN",,8009959099,"SUPERIOR ELECTRICAL ADVERTISING INC",1700,"WEST ANAHEIM",ST,"LONG BEACH",CA,90813-1195,,,"INSTALL (1) ILLUMINATED INTERIOR WINDOW SIGN ""STARBUCKS"". ",
#201704254848,8,2017/04/25,2017/05/01,ISSUED,9,2017/09/01,5000,5000,"1 FAMILY DWELLING",2,"1 FAMILY DWELLING",2,2,,3,3,3,,2,6692,43,114,,"ST MARYS",AV,,,BING,CHEN,4153858992,"BC UNITED CONSTRUCTION INC",671,ORIZABA,AV,"SAN FRANCISCO",CA,94132-0000,,,"REPAIR AND REPLACE TREAD & RISER TILE FINISHES OF (E) EXTERIOR STAIRS  RELOCATE MID LANDING OF (E) EXTERIOR STAIRS AND REBUILD SOME STEPS  BUT NOT EXCEED 50%. PROVIDE NEW ENTRY PORCH UNDER EXISTING STAIRS. ENTRY DOOR TO LOWER UNIT 114 UNDER PA 2016-0621-0466",
#201704254848,8,2017/04/25,2017/05/01,ISSUED,9,2017/09/01,5000,5000,"1 FAMILY DWELLING",2,"1 FAMILY DWELLING",2,2,,3,3,3,,2,6692,43,116,,"ST MARYS",AV,,,BING,CHEN,4153858992,"BC UNITED CONSTRUCTION INC",671,ORIZABA,AV,"SAN FRANCISCO",CA,94132-0000,,,"REPAIR AND REPLACE TREAD & RISER TILE FINISHES OF (E) EXTERIOR STAIRS  RELOCATE MID LANDING OF (E) EXTERIOR STAIRS AND REBUILD SOME STEPS  BUT NOT EXCEED 50%. PROVIDE NEW ENTRY PORCH UNDER EXISTING STAIRS. ENTRY DOOR TO LOWER UNIT 114 UNDER PA 2016-0621-0466",
#201704254861,8,2017/04/25,2017/05/05,ISSUED,9,2018/05/05,288644,288644,OFFICE,0,OFFICE,0,2,,8,8,0,,17,56,7,55,,FRANCISCO,ST,,,ROBERT,WILLIAMSON,4155761800,"NOVO CONSTRUCTION INC",608,FOLSOM,ST,"SAN FRANCISCO",CA,94108-0000,,,"#380- PROJECT CONSISTS OF DEMO OF EXISTIJG WALLS  CEILING AND MILLWORK. NEW WORK CONSISTES OF NEW CEILING HEIGHT PARTITIONS  DOORS  FRAMES HARDWARE. NEW MILLWORK  POWER/DATA  FINISHES THROUGHOUT. NEW CEILING AND LIGHTING TO MEET TITLE 24 REQ. SPACE IS CURRENTLY UNOCCUPIED. N/A ORDINANCE #155-13",
#201704254863,8,2017/04/25,2017/05/16,ISSUED,9,2017/11/16,15000,15000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,,2,2,1,,15,2024,26,1830,,NORIEGA,ST,,,"GAN POY NG",,4158225923,"GAN POY NG CONSTRUCTION",37,THORNTON,AV,"SAN FRANCISCO",CA,94124-0000,,,"REVISION TO  APP#201610049499: REPLACE EXTG INTERIOR STAIRCASE PER PLAN. 2)ADD ONE POWDER ROOM ON 1ST FLOOR PER PLAN. 3)REPLACE EXTG WINDOW TO FRENCH DOOR AT FRONT OF BLDG ON 2ND FLOOR PER PLAN.",
#201704254864,8,2017/04/25,2017/05/01,ISSUED,9,2017/09/01,5000,5000,APARTMENTS,21,APARTMENTS,21,2,,4,4,3,,3,744,20,885,,FRANKLIN,ST,,,"JEFFREY HO",*,4158066896,"J. HO CONSTRUCTION INC",176,ELDER,AV,MILLBRAE,CA,94030-0000,,,"REPAIR EXTERIOR BALCONY FROM DRY ROT. REPLACE 1 BEAM IN KIND",
#201704254888,8,2017/04/25,2017/05/01,ISSUED,9,2017/09/01,1,1,OFFICE,0,OFFICE,0,2,,2,2,0,,4,816,28,369,,HAYES,ST,0,,,,,,,,,,,,,,"REVISION TO APP#201611233492 TO REVISE HANDICAPPED TOILET LAYOUT",
#201704264900,8,2017/04/26,2017/05/03,ISSUED,9,2017/11/03,19000,25000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,,2,2,1,,0,2410,24,2426,,16TH,AV,,,ANDREAS,MOUSSOURAS,4157221145,"ARCHEON CONSTRUCTION TEC",1690,16TH,AV,"SAN FRANCISCO",CA,94122-0000,,,"BATHROOM REMODEL ON GROUND FLOOR & 2ND FLOOR. REPLACE (E) FIXTURES IN KIND (TOILET  SINK  SHOWER). DRY ROT REPAIR UNDER PREVIOUSLY APPROVED PA 2017-0405-3267",
#201704264905,8,2017/04/26,2017/05/26,ISSUED,9,2018/05/26,100000,100000,"RETAIL SALES",0,"RETAIL SALES",0,2,,9,9,0,,7,3705,50,845,,MARKET,ST,,,RICHARD,KEY,8885616262,"FIXTURE PRO INC",2344," BLUEBELL DR",,"SANTA ROSA",CA,95403-0000,,,"#9120 - REMODEL OF EXISTING MALL KIOSK  WORK TO INCLUDE DECREASING KIOSK FOOTPRINT & REPLACEMENT OF FIXTURES. N/A MAHER ORDINANCE",
#201704264910,8,2017/04/26,2017/05/01,ISSUED,9,2017/09/01,1,1,OFFICE,0,OFFICE,0,2,,38,38,38,,15,3708,56,525,,MARKET,ST,,,"JOHN FRANCIS FISH",,4158480500,"SUFFOLK CONSTR CO. INC./SUFFOLK-ROEL",390,FREMONT,ST,"SAN FRANCISCO",CA,94105-0000,,,"28/F- TITLE 24 COMPLIANCE AND MECHANICAL WORK FOR T.I. PA#201701257920",
#201704264917,8,2017/04/26,2017/05/01,ISSUED,9,2017/11/01,20000,20000,"FOOD/BEVERAGE HNDLNG",0,"FOOD/BEVERAGE HNDLNG",0,2,,3,3,3,,3,3725,33,433,,NATOMA,ST,,,"RUSSELL L.","WILL JR.",5107249088,"CITY MECHANICAL INC",724,"ALFRED  NOBEL",AV,HERCULES,CA,94547-0000,,,"PROVIDE & INSTALL NEW WELDED GREASE DUCT TO REPLACE PORTION OF EXISTING. PROVIDE ACCESS DOORS. FURNISH & INSTALL SHAFT AROUND GREASE DUCT. MAHER NA",
#201704264926,8,2017/04/26,2017/05/01,ISSUED,9,2017/09/01,5000,5000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2,,3,3,0,,3,651,66,2064,,PINE,ST,0,,"DWAINE T.",NOLAN,5098636281,"NOLAN CONSTRUCTION INC",405,"SYLVIA WAY",,"SAN RAFAEL",CA,94903-0000,,,"REVISION TO 201612213650. CHANGES TO RETAINING WALLS DUE TO FIELD CONDITIONS",
#201704264926,8,2017/04/26,2017/05/01,ISSUED,9,2017/09/01,5000,5000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2,,3,3,2,,3,651,65,2062,,PINE,ST,0,,"DWAINE T.",NOLAN,5098636281,"NOLAN CONSTRUCTION INC",405,"SYLVIA WAY",,"SAN RAFAEL",CA,94903-0000,,,"REVISION TO 201612213650. CHANGES TO RETAINING WALLS DUE TO FIELD CONDITIONS",
#201704264928,8,2017/04/26,2017/05/03,ISSUED,9,2018/05/03,80000,150000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,,2,2,1,,7,6920,13,107,,"DE SOTO",ST,,,DEJI,LIU,4156890568,"DLIU CONSTRUCTION",5867,MISSION,ST,"SAN FRANCISCO",CA,94112-0000,,,"1ST FLOOR: LEGALIZE EXTG BATHROOM AND 2 BEDROOMS  ADD A FAMILY ROOM  A BEDROOM  A LAUNDRY ROOM  AND A FULL BATH. 2ND FLOOR: REMODEL KITCHEN AND BATHROOMS.",
#201704264944,8,2017/04/26,2017/05/12,ISSUED,9,2018/05/12,35000,95000,APARTMENTS,3,APARTMENTS,3,2,,2,2,2,,5,6632,23,274,,DAY,ST,0,,"ALAN MARK",WALDMAN,4159741853,"PACIFIC ENGINEERING & CONSTRUCTION INC.",470,THIRD,ST,"SAN FRANCISCO",CA,94107-0000,,,"REMOVAL AND REPLACEMENT OF (E) FOUNDATION.MAX DEPTH OF EXCAVATION -29""+/-. ADD PLYWOOD SHEATHING AND STRUCTURAL STRENGTHENING PER PLAN.",
#201704264944,8,2017/04/26,2017/05/12,ISSUED,9,2018/05/12,35000,95000,APARTMENTS,3,APARTMENTS,3,2,,2,2,2,,5,6632,23,276,,DAY,ST,,,"ALAN MARK",WALDMAN,4159741853,"PACIFIC ENGINEERING & CONSTRUCTION INC.",470,THIRD,ST,"SAN FRANCISCO",CA,94107-0000,,,"REMOVAL AND REPLACEMENT OF (E) FOUNDATION.MAX DEPTH OF EXCAVATION -29""+/-. ADD PLYWOOD SHEATHING AND STRUCTURAL STRENGTHENING PER PLAN.",
#201704264952,8,2017/04/26,2017/05/01,ISSUED,9,2018/05/01,28060,28060,"POWER PLANT",0,"POWER PLANT",0,2,,1,1,1,,1,1567,12,679,,24TH,AV,,,WES,MCCLAIN,9254552751,"COSCO FIRE PROTECTION INC",7455,LONGARD,RD,LIVERMORE,CA,94551-0000,,,"REMOVE SPRINKLER SYSTEM FOR TRANSFORMER BEING REMOVED. INSTALL NEW WET PIPE SYSTEM FOR REGULATORS INSTALLED.",
#201704264963,8,2017/04/26,2017/05/09,ISSUED,9,2017/09/09,1,1,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2,,2,2,1,,3,0441A,21,3624,,SCOTT,ST,,,DAVID,GRABHAM,4154440573,"G FAMILY INCORPORATED",615,B,ST,"SAN RAFAEL",CA,94901-0000,,,"REVISION TO APP#201704053292 TO REVISE SHEAR WALL LAYOUT. N/A FOR MAHER",
#201704264964,8,2017/04/26,2017/05/02,ISSUED,9,2017/11/02,7500,7500,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,,2,2,1,,0,87,26,6,,GERKE,AL,,,ARIEL,BALELI,8663451712,"BASSAD INC./DBA: EVERLAST CONSTRUCTION",1941,"OAK PARK DRIVE",,"PLEASANT HILL",CA,94523-0000,,,"repair decking and some of the deck joists (less than 50%). not visible from the street.",
#201704264975,8,2017/04/26,2017/05/05,ISSUED,9,2017/09/05,2000,5000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,,2,3,1,,16,5703,32,401,,GATES,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"REVISION TO PA#201507070850  TO COMPLY WITH COMPLAINT #201766344  ADD SKYLIGHTS  REMOVE WINDOWS  NEW 3RD FLOOR LAYOUT  STRUCTURAL UPDATES.",
#201704264976,8,2017/04/26,2017/05/02,ISSUED,9,2019/11/02,1293000,1293000,OFFICE,0,OFFICE,0,2,,38,38,38,,23,292,8,120,,KEARNY,ST,,,JOHN-MICHAEL,JOHNSON,4154341500,"PRINCIPAL BUILDERS INC.",616,MINNA,ST,"SAN FRANCISCO",CA,94103-0000,,,"16/F: DEMO AND CONSTRUCTION OF PARTITIONS  FINISHES  MILLWORK 16TH FL MEP  LIFE SAFETY  SPRINKLR SEP PERMIT  MAHER ORD 155-13 NA",
#201704264984,8,2017/04/26,2017/05/03,ISSUED,9,2018/05/03,25000,55000,OFFICE,0,OFFICE,0,2,,43,43,,,1,3707,25,95,,03RD,ST,,,MIKE,HERBERT,5108828003,"BATTALION ONE FIRE PROTECTION",5835,DOYLE,ST,EMERYVILLE,CA,94608-0000,,,"ADD SPRINKLER PROTECTION THROUGHOUT 2ND LEVEL IN NEW CEILINGS. ADD SPRINKLER PROTECTION ON GR LVEL NEW ENTRYWAY CEILING. REMOVE EXISTING UPRIGHT HEADS ABOVE CEILINGS AND UTILIZE 1"" OUTLETS TO FEED NEW CEILING HEADS. ASSOCIATED WITH 201601086652",
#201704264987,8,2017/04/26,2017/05/05,ISSUED,9,2017/11/05,25000,25000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,,2,2,1,,7,4098,001H,534,,ARKANSAS,ST,,,ALFRED,MARTINEZ,4156243452,"MARTINEZ & SONS CONSTRACTORS",1408,"SHOTWELL STREET",,"SAN FRANCISCO",CA,94110-0000,,,"NEW ELEVATOR. SAW CUT 6' X 8' SLAB; EXCAVATE SLOPED SOIL AND LEVEL; INKIND REPLACEMENT OF CONCRETE; FURNISH & INSTALL LEVEL CONCRETE PAD AND REINFORCING; MAKE REPAIRS TO EXISTING STEM WALL FOOTING.",
#201704264989,8,2017/04/26,2017/05/09,ISSUED,9,2017/09/09,5000,5000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,,1,1,1,,0,5915,15,1080,,SILVER,AV,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"Window replacement. visible from street - at the front wood to wood replacement to match existing operation as shown on google photo. All other windows to be replaced with materials to be determined by the applicant. same size. U factor = 0.32",
#201704264992,8,2017/04/26,2017/05/25,ISSUED,9,2018/05/25,170000,170000,"RETAIL SALES",0,"RETAIL SALES",0,2,,2,2,2,,22,516,19,3108,,FILLMORE,ST,,,GREG,ALSTERLIND,4159860316,"ALSTERLIND CONSTRUCTION INC.",1945,"FRANCISCO BLVD. EAST STE 42",,"SAN RAFAEL",CA,94901-0000,,,"GROUND FLOOR T.I. TO (E) (APPROX 970 SQ FT) RETAIL SPACE. SPACE TO BE USED AS RETAIL CHOCOLATE SALES W/ACCESSORY COFFEE COUNTER. WORK INCLUDE: RETAIL COUNTERS  MILLWORK  NEW LIGHTING  HVAC & PREP STORAGE ROOM  ALL ADA WORK ASSOCIATED W.ENTRY  PATH OF TRAVEL  ADA BATH. REF #201701137143.N/A MAHER ORD",
#201704264993,8,2017/04/26,2017/05/19,ISSUED,9,2017/09/19,2000,15000,OFFICE,0,OFFICE,0,2,,15,15,13,,9,236,17,100,,CALIFORNIA,ST,,,"WILLIAM ARTHUR",SWINERTON,4154212980,"SWINERTON BUILDERS",260,TOWNSEND,ST,"SAN FRANCISCO",CA,94107-0000,,,"14/F  15/F- REV TO PA#201602129534 CHANGES TO ACCESS STAIR #2 INCLUDES DELETION OF CORRIDOR AND REPOSITIONING OF THE DOOR  PROVISION OF A 2 HR. JOISTED FLOOR CEILING INFILL AT (E) OPENING  ADD ACCESS HATCH FROM 14/F ELEVATOR LOBBY TO MACHINE ROOM ABOVE. N/A ORDINANCE #155-13",
#201704275002,8,2017/04/27,2017/05/19,ISSUED,9,2017/09/19,800,800,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,,2,2,3,,1,7548,27,50,,SUSSEX,ST,,,JOHN,BURTON,4155873253,"J B CONST & MAINT CO",50,SUSSEX,,"SAN FRANCISCO",CA,94131,,,"REVISION T0 201602018469  CHANGE FROM COLLAR TIE TO NEW RIDGE BEAM OF 2-14"" LVL FORMS TO SUPPORT ROOF. TO CORRECT NOV 201773902",
#201704275003,8,2017/04/27,2017/05/11,ISSUED,9,2019/11/11,2500000,2500000,APARTMENTS,66,APARTMENTS,66,2,,9,9,0,,15,629,64,2121,,WEBSTER,ST,,,"JEFFERY M.",WOODS,9255200001,"BLACK MOUNTAIN DEVELOPMENT",3925,"OLD SANTA RITA",RD,PLEASANTON,CA,94588-0000,,,"unit GPH3 -INTERIOR REMODEL WITHIN 2-STORY CONDO SHELL PENTHOUSE UNIT AT THE BLDG ""THE PACIFIC"". CONDO INCLUDES PORTION OF 8TH AND 9TH FLOORS.  INCLUDES STRUCTURAL WORK. ELECTRICAL  MECHANICAL AND PLUMBING AND FIRE SPRINKLER WORK UNDER SEPARATE PERMIT.",
#201704275005,8,2017/04/27,2017/05/01,ISSUED,9,2017/09/01,1,1,OFFICE,0,OFFICE,0,2,,6,6,6,,2,3708,7,78,,01ST,ST,,,"JOSEPH CAPRIOLA",,5104124371,"SILVERADO CONTRACTORS INC",2855,"MANDELA PARKWAY   2/FL",,OAKLAND,CA,94608-0000,,,"ADMINISTRATIVE PERMIT ONLY  NO WORK. FOR PARTIAL COMPLIANCE TO NOV 201772602  REVISION TO 2016097343 SHEET D1  D2. REMOVE REF TO SCAFFOLDING ON CANTILEVER SUPPORT OVER ADJACENT BUILDING AT 82-84 1ST  25 JESSIE AND 1 ECKER ST",
#201704275014,8,2017/04/27,2017/05/19,ISSUED,9,2017/11/19,22000,22000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2,,2,2,0,,2,3561,102,10,,BEAVER,ST,0,,MARKUS,CZIRBAN,8312338787,"LIAISON LANDSCAPES INC",101,CALIFORNIA,ST,"SAN FRANCISCO",CA,94111-0000,,,"TO PARTIALLY COMPLY WITH #201768752 FOR REINFORCEMENT OF EXTG RETAINING WALL AS WALL AS NEW RETAINING WALL TO MATCH AT THE PERIMETER OF THE PROPERTY. ADDITION OF A 5' FENCE ON TOP OF AFFORMENTIONED RETAINING WALL.",
#201704275020,8,2017/04/27,2017/05/19,ISSUED,9,2019/05/19,400000,400000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,,3,3,2,,30,945,9,2520,,UNION,ST,,,"W JEFF",MOROSO,4157771121,"MOROSO CONSTRUCTION INC",1188,HARRISON,ST,"SAN FRANCISCO",CA,94103-0000,,,"REMODEL EXTG KITCHEN WITH NEW CABINETS  NEW APPLIANCES  AND PLUMBING FIXTURES  NEW LIGHTING AND ELECT. POWER  NEW WINDOWS AND EXTG DOOR AND NEW FIRE RATED WINDOW AT EAST PROPERTY LINE.",
#201704275026,8,2017/04/27,2017/05/05,ISSUED,9,2018/05/05,115000,115000,OFFICE,0,OFFICE,0,2,,25,25,25,,21,267,15,235,,PINE,ST,0,,PAUL,BEVILACQUA,6506164900,"BEVILACQUA & SONS",451,VICTORY,AV,"SO SAN FRANCISCO",CA,94080-0000,,,"21ST FLOOR  STE 2150 TI (N) NON-STRUCTURAL PARTITIONS  CEILINGS  MILLWORK AND FINISHES. ALL NEW OR REVISED MEPS  LIFE SAFETY/SPRINKLER WORK UNDER SEPARATE PERMIT (BLDG FULLY SPRINKLERED)",
#201704275029,8,2017/04/27,2017/05/31,ISSUED,9,2018/05/31,150000,150000,APARTMENTS,33,APARTMENTS,33,2,,4,4,0,,9,2623,171,4150,,17TH,ST,4,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"#4-MASTER SUITE REMODEL-REMOVE AND REPLACE FIXTURES  RELOCATE THE SHOWER AREA AS PER PLAN  GUEST BATH - REPLACE FIXTS  REMOVE BATHTUB TO REPLACE W/ A STAND UP SHOWER; KITCHEN - DEMOLISH KITCHEN & RELOCATE KITCHEN SINK  INSTALL NEW CABINETS  LIGHTING APPLIANCES  SLABS  PLUMBING FIXTS; GYM-COVER DOOR",
#201704275033,8,2017/04/27,2017/05/04,ISSUED,9,2018/05/04,40000,40000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,,2,2,0,,0,3045,5,40,,"EL VERANO",WY,,,LEV,SHNEYER,4085903030,"CALIF HOME IMPROV SOLUTIONS INC",463,"MARIETTA DR",,"SAN FRANCISCO",CA,94127-0000,,,"Replace existing horizontal siding with stucco. Visible to the street.",
#201704275043,8,2017/04/27,2017/05/02,ISSUED,9,2019/05/02,373074,573960,OFFICE,0,OFFICE,0,2,,30,30,30,,21,238,1,275,,BATTERY,ST,0,,"PAUL GREGORY",COSKO,4159862718,"HATHAWAY DINWIDDIE CONSTRUCTION CO.",275,BATTERY,ST,"SAN FRANCISCO",CA,94111,,,"12/F  #1200/#1250- T.I. TO EXISTING OFFICE SPACE  NEW NON-RATED  NON STRUCTURAL PARTITIONS  DOORS AND GLAZING  PARTIAL NEW CEILING  NEW LIGHTING  SINK AND FINISHES. N/A ORDINANCE #155-13",
#201704275044,8,2017/04/27,2017/05/01,ISSUED,9,2017/09/01,1,1,"RETAIL SALES",0,"RETAIL SALES",0,2,,1,1,1,,2,3641,70,1245,,"SOUTH VAN NESS",AV,,,JAMES,TILTON,9166307200,"TILTON PACIFIC CONST. INC",4150,CITRUS,AV,ROCKLIN,CA,95677-0000,,,"REVISION TO PA 2016-1031-1480 S2.0 CONCRETE MASONRY UNITS (CMU) WALL TO DETAILS",
#201704275047,8,2017/04/27,2017/05/04,ISSUED,9,2018/05/04,75000,75000,OFFICE,0,OFFICE,0,2,,38,38,2,,19,292,2,1,,MONTGOMERY,ST,,,"WALT MOORE",,5104416200,"ADVANCED INSTALLATION SERVICES INC",2855,VOLPEY,WY,"UNION CITY",CA,94587-0000,,,"INSTALL PREFAB DEMOUNTABLE WALLS- shop drawings for structural only. REF APP#201612205388 FOR 24TH FLOOR AND 201612205390 FOR 25TH FLOOR.",
#201704275061,8,2017/04/27,2017/05/08,ISSUED,9,2018/05/08,40000,97000,APARTMENTS,35,APARTMENTS,35,2,,6,6,5,,3,779,14,990,,FULTON,ST,,,"ARTEM ALEKSANDROVI"," VUSIK I",9166623123,"BOSS CONSTRUCTION INC.",4409,"HARDWICK WAY",,"NORTH HIGHLANDS",CA,95660-0000,,,"UNIT 401 -CONVERT EXISTING KITCHEN TO BEDROOM; RELOCATE KITCHEN  REHABILITATE EXISTING BATHROOM  INSTALL WASHER/DRYER. MAHER NA",
#201704275062,8,2017/04/27,2017/05/12,ISSUED,9,2017/11/12,13450,13450,LAUNDRY/LAUNDROMAT,1,LAUNDRY/LAUNDROMAT,1,2,,2,2,2,,3,817,23,344,,LINDEN,ST,,,MUKESH,TANDEL,6506150248,"ALL AIR MECHANICAL CONTRACTORS INC.",535,RAILROAD,AV,"SOUTH SAN FRANCISCO",CA,94080-0000,,,"INSTALL CORE & SHELL HVAC  ROOFTOP GAS/ELECTRIC UNIT.",
#201704275065,8,2017/04/27,2017/05/02,ISSUED,9,2018/05/02,80000,500000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,,3,3,4,,5,963,13,2950,,PACIFIC,AV,,,DEREK,THOMPSON,4156995274,"THOMPSON SUSKIND L P",2034,UNION,ST,"SAN FRANCISCO",CA,94123-0000,,,"PROVIDE TEMPORARY SHORING TO FACILITATE EXCAVATION AND CONSTRUCTION OF BLDG REFERENCE TO APPLICATION # 201602028565 REMODEL.  N/A MAHER ORD.  155-13 ",
#201704275073,8,2017/04/27,2017/05/15,ISSUED,9,2018/05/15,20000,28000,"RETAIL SALES",21,"RETAIL SALES",21,2,,3,3,3,,3,117,5,521,,COLUMBUS,AV,,,"GUO RONG",ZHOU,4157167023,"ALL BAY CITIES CONSTRUCTION",151,MIDDLEFIELD,DR,"SAN FRANCISCO",CA,94132-0000,,,"TENANT IMPROVEMENT: CONSTRUCT NEW ADA RESTROOM AT GROUND FLOOR. RECONFIGURE EXTG STOREFRONT AT GROUND FLOOR. N/A FOR MAHER",
#201704275077,8,2017/04/27,2017/05/02,ISSUED,9,2018/05/02,17500,37500,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,2,2,2,,4,7104,018A,158,,FARALLONES,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"1)COMPLY WITH COMPLAINT #201649041  201766811  &  201766913. 2)ADD RETAINING WALL AT REAR YARD. 3) REVISION TO APP #201001144791. 4) ADD INTERIOR AND EXTERIOR STAIRWAY. 5) ADD ONE BEDROOM  FULL BATH AND TUB TO EXTG BATH AT GROUND FLOOR PER PLAN.",
#201704275082,8,2017/04/27,2017/05/08,ISSUED,9,2018/05/08,90000,150000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,2,2,1,,8,3086,38,659,,MANGELS,AV,,,"XIAO PENG",WU,4157936609,"W H CONSTRUCTION INC",225,"ELLINGTON AVE.",,"SAN FRANCISCO",CA,94112-0000,,,"RELOCATE KITCHEN  ADD A NEW BATHROOM  RELOCATE INTERIOR STAIRS ON 2ND FLOOR. ADD A FAMILY ROOM  2 BEDROOMS  2 BATHROOMS AND A LAUNDRY ROOM ON 1ST FLOOR. ENCLOSE THE SPACE UNDER EXTG 2ND FLOOR. CONSTRUCT A REAR DECK AT 1ST FLOOR.",
#201704275083,8,2017/04/27,2017/05/10,ISSUED,9,2017/09/10,3800,3800,APARTMENTS,6,APARTMENTS,6,2,,3,3,2,,2,633,4,2664,,CALIFORNIA,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"PROVIDE MATERIALS AND LABOR TO REPAIR PORCH RAILINGS TO CODE COMPLIANCE AT ENTRY PORCH. MATERIALS ARE TO SMOOTH REDWOOD OR CEDAR AND TO BE PRIMED & READY FOR PAINTING  VERTICAL CABLE RAILS BY FEENEY",
#201704275085,8,2017/04/27,2017/05/01,ISSUED,9,2017/09/01,3500,2500,APARTMENTS,6,APARTMENTS,6,2,,2,2,2,,2,2630,49,1129,,STANYAN,ST,,,"DRAKE ELLIOTT ALLEN",*,6505080199,"D E A SECURITY SYSTEMS CO*CK ID*",,"870 OLD COUNTY ROAD",,BELMONT,CA,94002,,,"FIRE SPRINKLER SUPERVISION SYSTEM. REF APP#201509308471",
