"APPLICATION #",FORM_NUMBER,FILE_DATE,STATUS_DATE,STATUS,STATUS_CODE,EXPIRATION_DATE,"ESTIMATED COST","REVISED COST","EXISTING USE","EXISTING UNITS","PROPOSED USE","PROPOSED UNITS",PLANSETS,15_DAY_HOLD?,"EXISTING STORIES","PROPOSED STORIES","ASSESSOR STORIES","VOLUNTARY SOFT-STORY RETROFIT","NO OF PAGES",BLOCK,LOT,STREET_NUMBER,STREET_NUMBER_SFX,AVS_STREET_NAME,AVS_STREET_SFX,UNIT,UNIT_SFX,FIRST_NAME,LAST_NAME,CONTRACTORPHONE,COMPANY_NAME,STREET_NUMBER,STREET,STREET_SUFFIX,CITY,STATE,ZIP_CODE,CONTACT_NAME,CONTACT_PHONE,DESCRIPTION,
#201702109175,8,2017/02/10,2017/03/07,ISSUED,9,2018/03/07,40000,40000,"RETAIL SALES",0,"RETAIL SALES",0,2,,8,8,4,,10,3705,42,865,,MARKET,ST,,,,,,,,,,,,,,,"SPACE  C35 - REMODEL OF EXISTING RETAIL SPACE WITH THE ADDITION OF NEW STORAGE AREA. N/A MAHER ORDINANCE",
#201702109179,8,2017/02/10,2017/03/01,ISSUED,9,2018/03/01,50000,70000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,,2,2,1,,6,7077,19,207,,RALSTON,ST,,,LORENZO,LOPEZ,5107780123,"VIZCON CONSTRUCTION",1059,"SANTA CLARA",AV,ALAMEDA,CA,94501-0000,,,"DEMO OF INTERIOR WALL & RELOCATE BUILT NEW INTERIOR WALL (GARAGE E - HALLWAY). RELOCATE WATER HEATER & MECHANICAL GAS FURNACE. 1st LEVEL - ADDN OF NEW BATHRM & ONE BEDRM. LEGALIZE (E) BATHRM ON 1ST FL. ELECTRICAL WORK IN 1ST LEVEL & SEWER LINE CONNECTION. 2nd FL KITCHEN REMODEL & RECESSED LIGHTING",
#201702109181,8,2017/02/10,2017/03/08,ISSUED,9,2018/03/08,150000,150000,MANUFACTURING,,MANUFACTURING,,2,,1,1,0,,5,4342,1,2323,,"CESAR CHAVEZ",ST,,,MICHAEL,HANEGAN,4154598698,"K C K BUILDERS INC",1320,"EGBERT AVE  STE B",,"SAN FRANCISCO",CA,94124-0000,,,"R&R (E) DUST COLLECTION EQUIP IN CARPENTERS SHOP MAHER NA. Sprinkler work on deferred submittal.",
#201702109190,8,2017/02/10,2017/03/29,ISSUED,9,2017/09/29,6000,6000,APARTMENTS,12,APARTMENTS,12,2,,3,3,0,,5,1170,37,310,,STANYAN,ST,101,,KANWAR,SINGH,9166782562,"MEHAR ONE DEVELOPMENT",2624,"ROYAL ANN",DR,"UNION CITY",CA,94587-0000,,,"REMODEL (E) UNIT #101 TO CONSTRUCT NEW NON RATED  WOOD STUD WALLS TO CREATE A NEW BEDROOM AND CLOSET  CREATE AN OPENING THROUGH (E) KITCHEN WALL.",
#201702109209,8,2017/02/10,2017/03/21,ISSUED,9,2018/03/21,120000,120000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,,2,2,1,,20,6780,34,252,,COTTER,ST,,,KEVIN,WONG,4153988500,"MODERN CONSTRUCTION INC",22,BATTERY,ST,"SAN FRANCISCO",CA,94111-0000,,,"RENOVATION OF (E) KITCHEN & BATH  RECONFIGURE (E) LIVING/DINING AREA @ 2ND FLR  NEW INTERIOR STAIR TO 1ST. CONVERT 1ST FLR INTO CONDITIONED SPACE FOR 2 BEDROOMS  NEW BATH AND FAMILY ROOM  REPLACE (E) WINDOWS & ADD WINDOWS & DOORS.",
#201702109220,8,2017/02/10,2017/03/08,ISSUED,9,2017/07/08,5000,5000,APARTMENTS,6,APARTMENTS,6,2,,3,3,3,,3,1225,36,1815,,OAK,ST,,,"ALAN MARK",WALDMAN,4159741853,"PACIFIC ENGINEERING & CONSTRUCTION INC.",470,THIRD,ST,"SAN FRANCISCO",CA,94107-0000,,,"REMOVE UNPERMITTED DECK AT REAR. REPLACE WITH LANDING AND STAIRWAY FOR FIRE ESCAPE TO REAR YARD FOR UNIT #2 ONLY. MAHER NOT REQ",
#201702109223,8,2017/02/10,2017/03/23,ISSUED,9,2018/03/23,45000,60000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2,,3,3,2,,4,1267,60,417,A,FREDERICK,ST,,,"PATRICK KWONG",,4155646810,"PATRICK K G CO.",710,"RIVERA ST",,"SAN FRANCISCO",CA,94116-0000,,,"REMODEL (E) KITCHEN AND BATHROOM IN KIND ON BOTH SECOND AND THIRD FLOOR UNITS",
#201702109223,8,2017/02/10,2017/03/23,ISSUED,9,2018/03/23,45000,60000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2,,3,3,2,,4,1267,60,417,,FREDERICK,ST,,,"PATRICK KWONG",,4155646810,"PATRICK K G CO.",710,"RIVERA ST",,"SAN FRANCISCO",CA,94116-0000,,,"REMODEL (E) KITCHEN AND BATHROOM IN KIND ON BOTH SECOND AND THIRD FLOOR UNITS",
#201702139229,8,2017/02/13,2017/03/06,ISSUED,9,2017/09/06,23000,23000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2,,3,3,3,,3,0462A,34,268,,MALLORCA,WY,,,"DEAN M.",MORRIS,4158831383,"13-D FIRE SYSTEMS***SEE NOTES***",46,DIGITAL,DR,NOVATO,CA,94949,,,"INSTALL NFPA 13R SYSTEM OVERHEAD & UNDERGROUND REF PA 2015-0505-5376;  N/A MAHER",
#201702139229,8,2017/02/13,2017/03/06,ISSUED,9,2017/09/06,23000,23000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2,,3,3,3,,3,0462A,34,270,,MALLORCA,WY,,,"DEAN M.",MORRIS,4158831383,"13-D FIRE SYSTEMS***SEE NOTES***",46,DIGITAL,DR,NOVATO,CA,94949,,,"INSTALL NFPA 13R SYSTEM OVERHEAD & UNDERGROUND REF PA 2015-0505-5376;  N/A MAHER",
#201702139242,8,2017/02/13,2017/03/15,ISSUED,9,2018/03/15,58000,58000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,2,2,1,,5,5899,41,51,,"WEST VIEW",AV,,,RIFENG,LI,4158105328,"BAY CONCEPT CONSTRUCTION INC",580,HANOVER,ST,"DALY CITY",CA,94014-0000,,,"RELOCATE (E) KITCHEN  ADD ONE NEW BATH ROOM & CONVERT KITCHEN SPACE TO BEDROOM AT SECOND FLOOR; CONSTRUCT 1 BEDROOM  FAMILY ROOM & 1 FULL BATH AT GROUND FLOOR; CONSTRUCT NEW DECK AT REAR OF BLDG (SIZE APPROX. 18'X7'-0""). MAHER NA",
#201702139249,8,2017/02/13,2017/03/01,ISSUED,9,2017/07/01,1,1,APARTMENTS,110,APARTMENTS,109,2,,10,10,0,,5,2842,8,255,,WOODSIDE,AV,,,DOREE,FRIEDMAN,4155127677,"D.F.P.F CORP DBA FINE LINE CONSTRUCTION",42,DORE,ST,"SAN FRANCISCO",CA,94103-0000,,,"REVISION TO PA#201503201474  REVISE FULL SCOPE OF WORK IN #501 TO REMAIN  REVISE TOTAL UNIT COUNT FROM 110 TO 109 DUE TO #224 HAS BEEN CONVERTED FROM A DWELLING TO AN OFFICE FOR MANAGEMENT AT THE BLDG.",
#201702139251,8,2017/02/13,2017/03/08,ISSUED,9,2018/03/08,28000,28000,"DANCE HALL",,"DANCE HALL",,2,,3,3,3,,5,1433,37,403,,ARGUELLO,BL,,,JEFFREY,BROWNELL,4084258680,"EXTRA MILE CONSTRUCTION",225,WARWICK,DR,CAMPBELL,CA,95008-0000,,,"DISABLED ACCESS BARRIER REMOCAL ON THE 3RD FLR: ADDITION OF ALL GENDER DISABLED ACCESSIBLE BATHROOM",
#201702139269,3,2017/02/13,2017/03/31,ISSUED,9,2018/03/31,65000,65000,"1 FAMILY DWELLING",1,APARTMENTS,3,2,,2,3,2,,24,3534,20,21,,ROSEMONT,PL,,,"ERIC JOSEPH",KENNEALLY,4156817157,"KENNEALLY CONSTRUCTION",279,WAWONA,ST,"SAN FRANCISCO",CA,94127-0000,,,"REVISION TO PA 2014-0703-0471 - ADD BASEMENT TO UNIT 1. ALTER EXTERIOR WINDOWS",
#201702139283,8,2017/02/13,2017/03/13,ISSUED,9,2017/09/13,12000,12000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,,2,2,1,,2,6664,46,273,,RANDALL,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"Remove and replace in kind the rotted front stairway and porch landing and railings  reuse newell posts (if sound); replace aprox 100 sq feet siding at garage  replace garage door within existing opening.",
#201702139302,8,2017/02/13,2017/03/27,ISSUED,9,2019/03/27,650000,650000,"VACANT LOT",,"VACANT LOT",,2,,,,0,,0,166,3,240,,PACIFIC,AV,,,"WILLIAM ARTHUR",SWINERTON,4154212980,"SWINERTON BUILDERS",260,TOWNSEND,ST,"SAN FRANCISCO",CA,94107-0000,,,"TOWER CRANE INSTALLATION IN NORTHEAST CORNER OR SITE  MANITOWOC POTAIN MDT 219-J10. REFERENCE TO BUILDING APPLICATION NO. 201508134190. MAHER NOT REQ",
#201702139304,8,2017/02/13,2017/03/24,ISSUED,9,2018/03/24,60000,60000,OFFICE,45,OFFICE,45,2,,43,43,2,,5,288,32,333,,BUSH,ST,,,KYLE,PEACOCK,9252834550,"PEACOCK CONSTRUCTION",200,"PINE ST 4TH FL",,"SAN FRANCISCO",CA,94104-0000,,,"CONSTRUCT NEW 2 HR RATED ENCLOSURE FOR FRASH CHUTE TO BASEMENT LVEL FROM GR LEVEL. MECHAN  ELEC  LIFE SAFET6Y AND SPRINKLER MODIFICATION SEP PERMIT",
#201702139310,8,2017/02/13,2017/03/16,ISSUED,9,2017/07/16,4000,15000,APARTMENTS,12,APARTMENTS,12,2,,3,3,,,6,6423,9,1400,,BIRCHWOOD,CT,,,TONI,RODRIGUEZ,4088488118,"THE G B GROUP INC",8921,MURRAY,AV,GILROY,CA,95020-0000,,,"REMOVE & REPLACE WALKWAY BEAMS CONTAINING DRYROT  LIKE FOR KIND (PRE-PAINT REPAIRS)  REMOVE & REPLACE SUPPORT POST LIKE & KIND PER PLAN.",
#201702139315,8,2017/02/13,2017/03/16,ISSUED,9,2017/07/16,4000,15000,APARTMENTS,12,APARTMENTS,12,2,,3,3,,,6,6423,9,1500,,BIRCHWOOD,CT,,,TONI,RODRIGUEZ,4088488118,"THE G B GROUP INC",8921,MURRAY,AV,GILROY,CA,95020-0000,,,"REMOVE & REPLACE WALKWAY BEAMS CONTAINING DRYROT  LIKE FOR KIND (PRE-PAINT REPAIRS)  REMOVE & REPLACE SUPPORT POST LIKE & KIND PER PLAN.",
#201702149322,8,2017/02/14,2017/03/02,ISSUED,9,2018/03/02,98000,98000,OFFICE,0,OFFICE,0,2,,24,24,24,,13,3708,96,55,,02ND,ST,0,,FABIAN,VALDIOSERA,4159081020,"SKYLINE CONSTRUCTION",505,"SANSOME ST. 7TH FLOOR",,"SAN FRANCISCO",CA,94111-0000,,,"MECHANICAL & ELECTRICAL FOR TI ON THE 5TH FLOOR. REF PA 2016-1130-3736",
#201702149325,8,2017/02/14,2017/03/03,ISSUED,9,2018/03/03,170000,170000,OFFICE,0,OFFICE,0,2,,44,44,43,,8,291,12,44,,MONTGOMERY,ST,,,STEVEN,RUDOLPH,5106019191,"RUDOLPH COMMERCIAL INTERIORS INC  RCI",1125,67TH,ST,OAKLAND,CA,94608-0000,,,"14TH FL BARRIER REMOVAL PROJECT FOR RESTROOMS ADA UPGRADES AND NEW FINISHES/FIXTURES. N/A FOR MAHER.",
#201702149328,8,2017/02/14,2017/03/03,ISSUED,9,2017/09/03,6000,16000,"MISC GROUP RESIDNS.",297,"MISC GROUP RESIDNS.",297,2,,26,26,27,,4,697,39,1400,,GEARY,BL,,,THOMAS,LEWIS,5105813362,"NELSON T LEWIS CONST CO INC.",,"PO BOX 637",,HAYWARD,CA,94543,,,"16TH FL UNIT 1608 INTERIOR REMODEL  REPLACE PLUMBING FIXTURES. INSTALL SHOWER GRAB BAR BACKING ADD SMOKE DETECTOR",
#201702149331,8,2017/02/14,2017/03/10,ISSUED,9,2018/03/10,80000,80000,OFFICE,0,OFFICE,0,2,,8,8,8,,20,206,8,500,,SANSOME,ST,,,DOUG,GEARMAN,4157057900,"TURNER CONSTRUCTION CO",75,HAWTHORNE,ST,"SAN FRANCISCO",CA,94104-0000,,,"3RD FL SUITE 370 PARTIAL REMODEL OF THE 3RD FL WALLS. CEILINGS  NEW NON LOAD BEARING WALLS  DOORS  CEILING ETC. MEP SPRINKLERS  FIRE PROTECTION AND SIGNS UNDER SEPERATE PERMITS. MAHER NOT REQ",
#201702149335,8,2017/02/14,2017/03/13,ISSUED,9,2018/03/13,92000,120000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,2,2,1,,7,2416,20,1427,,ULLOA,ST,,,CHRISTINE,LEI,4157310318,"C & L CONSTRUCTION AND REMODELING",1362,30TH,AV,"SAN FRANCISCO",CA,94122-0000,,,"RELOCATE (E) KITCHEN  BATHROOM. ADD 1 NEW BATHROOM  BEDROOM  AND 2 ROOF SKYLIGHT & RELOCATE INTERIOR STAIRCASE @ 2ND FLOOR; CONSTRUCTION 1 BEDROOM  MEDIA ROOM  LAUNDRY ROOM & 1 FULL BATH ROOM @ GROUND FLOOR; CONSTRUCTION NEW DECK AT REAR OF BLDG (20'X50'); CONSTRUCT NEW CONCRETE RETAINING WALL AT",
#201702149354,8,2017/02/14,2017/03/06,ISSUED,9,2018/03/06,121000,129000,"FOOD/BEVERAGE HNDLNG",4,"FOOD/BEVERAGE HNDLNG",4,2,,3,3,3,,25,148,7,1401,,POWELL,ST,0,,TONY,CHANG,5108475283,"TONY CHANG",433,LINDA,AV,PIEDMONT,CA,94611-0000,,,"GROUND FLOOR: TENANT IMPROVEMENT FOR NEW COFFEE SHOP.",
#201702149370,8,2017/02/14,2017/03/15,ISSUED,9,2017/07/15,1000,1000,"RETAIL SALES",0,"FOOD/BEVERAGE HNDLNG",0,2,,31,31,31,,4,269,1,265,,MONTGOMERY,ST,,,ALAN,ZAVODRICK,5617323137,"AMERICAN CONSTRUCTION MANAGEMENT INC",10893,"LAKE WYNDS",CT,"BOYNTON BEACH",FL,33437-0000,,,"REVISION TO PA 2016-1128-3580  TITLE 24 ONLY. MAHER NA",
#201702149386,8,2017/02/14,2017/03/22,ISSUED,9,2018/03/22,10000,30000,"FOOD/BEVERAGE HNDLNG",0,"FOOD/BEVERAGE HNDLNG",0,2,,1,1,1,,4,6014,25,4591,,MISSION,ST,,,KAMAL,SULEIMAN,4155319413,"SCHNELLER ELECTRIC",318,ARROYO,DR,"SO. SAN FRANCISCO",CA,94080-4228,,,"COMPLY WITH 201643452. BARRIER REMOVAL FOR EXISTING RESTAURANT. INSTALL NEW ADA CASHIER COUNTER. PROVIDE POWER DOOR OPERATOR AT FRONT ENTRY DOORS. UPGRADE EXISTING RESTROOM TO BE FULLY ADA COMPLIANT",
#201702149394,8,2017/02/14,2017/03/08,ISSUED,9,2017/07/08,4000,4000,"RETAIL SALES",2,"RETAIL SALES",2,2,,3,3,2,,1,7142,16,996,,HURON,AV,0,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"Change and repair window for commercial unit. Aluminum-clad sash; no structural changes.",
#201702149409,8,2017/02/14,2017/03/02,ISSUED,9,2018/03/02,30000,30000,APARTMENTS,30,APARTMENTS,30,2,,3,3,3,,6,1178,27,1715,,MCALLISTER,ST,0,,UWE,GUEHNEMANN,4156084610,"D E F CO",,"P.O. BOX 2158",,"DALY CITY",CA,94017-0000,,,"TO COMPLY WITH COMPLAINT 201624541: EXCAVATE (E) STROAGE SPACE AND REPLACE STUD WALL WITH BEAM LINE  MAHER NA",
#201702149411,8,2017/02/14,2017/03/24,ISSUED,9,2017/07/24,3500,3500,"RETAIL SALES",0,"RETAIL SALES",0,2,,2,2,2,,6,2406,1,907,,TARAVAL,ST,,,OWNER,,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"ADD 2 SINKS IN FRONT ROOM AND 4 42"" PARTITIONS FOR CHANGE OF USE TO TATTOO SHOP",
#201702149415,8,2017/02/14,2017/03/10,ISSUED,9,2017/07/10,1,1,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2,,4,4,2,,8,1424,34,210,,10TH,AV,,,REN,ZHANG,4157138087,"ALPHA CONSTRUCTION & ENGINEERING INC.",2456,"FOLSOM ST",,"SAN FRANCISCO",CA,94110-0000,,,"REVISION TO 201409267485 GR FL RELOCATE INTERIOR STAIRS  CHANGE MUD RM TO ENTERTAINMENT RM  POWDER RM TO FULL BATH   ENLARGE E PARKING SPACE. 2ND FL CHANGE E BDRM INTO DINING ROOM.",
#201702159434,8,2017/02/15,2017/03/30,ISSUED,9,2018/03/30,200000,200000,"RETAIL SALES",0,"RETAIL SALES",0,2,,1,1,1,,24,3725,78,973,,MISSION,ST,,,VINCE,RINALDI,4153864901,"RINALDI CONSTRUCTION",223,14TH,AV,"SAN FRANCISCO",CA,94118-0000,,,"INSTALL 3 FULL HEIGHT CONCRETE SHEAR WALLS FROM BASEMENT TO OTHER SIDE OF ROOF SHEATHING. INSTALL SERIES OF TUBE STEEL COLUMNS ALONG GRIDLINES A TO C  TO REINFORCE EXTG MASONARY WALLS. VOLUNTARY STRUCTURAL STRENGTHENING",
#201702159466,8,2017/02/15,2017/03/08,ISSUED,9,2018/03/08,40000,100000,APARTMENTS,3,APARTMENTS,3,2,,3,3,3,,5,3731,63,51,,MOSS,ST,0,,PAUL,FAN,4158760386,"P F CONSTRUCTION CO",516,18TH,AV,"SAN FRANCISCO",CA,94121-0000,,,"2ND FLOOR  #UNIT B: RELOCATE BEDROOMS  REMODEL KITCHEN  BATHROOM  ADD A FULL BATH. MAHER N/A",
#201702159468,8,2017/02/15,2017/03/08,ISSUED,9,2018/03/08,42000,100000,APARTMENTS,3,APARTMENTS,3,2,,3,3,3,,5,3731,63,51,,MOSS,ST,0,,PAUL,FAN,4158760386,"P F CONSTRUCTION CO",516,18TH,AV,"SAN FRANCISCO",CA,94121-0000,,,"1ST FLOOR  #UNIT A: RELOCATE BEDROOMS  REMODEL KITCHEN  BATHROOM  ADD A FULL BATH. MINOR FOORING REPAIR. MAHER NA",
#201702159471,8,2017/02/15,2017/03/14,ISSUED,9,2019/03/14,350000,350000,OFFICE,0,OFFICE,0,2,,20,20,20,,23,241,27,600,,CALIFORNIA,ST,0,,ROBERT,WILLIAMSON,4155761800,"NOVO CONSTRUCTION INC",608,FOLSOM,ST,"SAN FRANCISCO",CA,94108-0000,,,"16/F -INTERIOR TENANT IMPROVEMENT TO INCLUDE DEMOLITION OF INTERIOR PARTITIONS AND NEW PARTITIONS. NEW FLOORING & PAINT. MECHANICAL  ELECTRICAL & PLUMBING INCLUDED",
#201702159473,8,2017/02/15,2017/03/28,ISSUED,9,2018/03/28,120000,120000,OFFICE,0,OFFICE,0,2,,6,6,6,,30,3803,5,185,,BERRY,ST,,,ROBERT,WILLIAMSON,4155761800,"NOVO CONSTRUCTION INC",608,FOLSOM,ST,"SAN FRANCISCO",CA,94108-0000,,,"MECHANICAL AND ELECTRICAL FOR TENANT IMPROVEMENT ON THE 5TH FLOOR. REF PA 2016-1207-4365",
#201702159488,8,2017/02/15,2017/03/07,ISSUED,9,2017/07/07,5000,4000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2,,3,3,2,,5,4003,41,254,,MISSOURI,ST,0,,JIM,REID,4156358977,"JAMES M REID: DBA HABITAT FOR HOMELESS",3424,16TH,ST,"SAN FRANCISCO",CA,94114-0000,,,"REMOVE WALL  INSTALL BEAM  LIVING ROOM AND DINING ROOM. VOLUNTARY PLYWOOD WALL STRENGTHING.",
#201702159492,8,2017/02/15,2017/03/13,ISSUED,9,2017/09/13,10000,10000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2,,2,2,2,,3,1660,22,4134,,FULTON,ST,,,,,,,,,,,,,,,"REPLACE EXTG FAILING RETAINING WALL ALONG REAR PROPERTY LINE.",
#201702159492,8,2017/02/15,2017/03/13,ISSUED,9,2017/09/13,10000,10000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2,,2,2,2,,3,1660,22,4136,,FULTON,ST,,,,,,,,,,,,,,,"REPLACE EXTG FAILING RETAINING WALL ALONG REAR PROPERTY LINE.",
#201702159499,8,2017/02/15,2017/03/15,ISSUED,9,2017/09/15,3800,6000,"1 FAMILY DWELLING",1,"TOURIST HOTEL/MOTEL",1,2,,5,5,4,,1,227,16,672,,SACRAMENTO,ST,0,,"KUNG KAY",CHIU,6506973818,"K K ELECTRIC & ALARM COMPANY",423,BROADWAY,,MILLBRAE,CA,94030-0000,,,"Convert existing SPRINKLER monitoring SYSTEM to a building FA system to provide notification in residential portion of the building.  Notification is not required in the Low Rise B (restauarnt) portion of the building. Reference permit PA 200905279178",
#201702159499,8,2017/02/15,2017/03/15,ISSUED,9,2017/09/15,3800,6000,"1 FAMILY DWELLING",1,"TOURIST HOTEL/MOTEL",1,2,,5,5,4,,1,227,16,674,,SACRAMENTO,ST,,,"KUNG KAY",CHIU,6506973818,"K K ELECTRIC & ALARM COMPANY",423,BROADWAY,,MILLBRAE,CA,94030-0000,,,"Convert existing SPRINKLER monitoring SYSTEM to a building FA system to provide notification in residential portion of the building.  Notification is not required in the Low Rise B (restauarnt) portion of the building. Reference permit PA 200905279178",
#201702159504,8,2017/02/15,2017/03/03,ISSUED,9,2018/03/03,85000,102000,OFFICE,0,OFFICE,0,2,,8,8,8,,14,235,8,8,,CALIFORNIA,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"DEMO OF (E) PARTITIONS  BUILD-OUT THREE OFFICES WITH SHEET ROCK  METAL STUDS  GLASS PARTITIONS  LIGHTING  CARPET/TILE FLOORING  CABINETS. FIRE LIFE SAFETY (SPRINKLER/DEVICES) AND ELECTRICAL UNDER SEPARATE PERMIT. MAHER NA",
#201702159514,8,2017/02/15,2017/03/08,ISSUED,9,2017/09/08,11000,18500,APARTMENTS,3,APARTMENTS,3,0,,3,3,2,,0,5501,35,125,,PRECITA,AV,,,OWNER,,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"Replace 37 windows on building. On 2 front street facing windows replaces with marvin Ultimate double hung windows to match existing front windows. Replace windows that coul dnot be repaired b/c of prior glass replacement and dry rot issues. Wood clad at all non-visible facades",
#201702159514,8,2017/02/15,2017/03/08,ISSUED,9,2017/09/08,11000,18500,APARTMENTS,3,APARTMENTS,3,0,,3,3,2,,0,5501,35,127,,PRECITA,AV,,,OWNER,,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"Replace 37 windows on building. On 2 front street facing windows replaces with marvin Ultimate double hung windows to match existing front windows. Replace windows that coul dnot be repaired b/c of prior glass replacement and dry rot issues. Wood clad at all non-visible facades",
#201702169521,8,2017/02/16,2017/03/02,ISSUED,9,2018/03/02,18000,26000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,,3,3,2,,3,955,20,2550,,BAKER,ST,,,"BRUCE D.",EADS,2097855522,"ECO FIRE SPRINKLERS INC",,"PO BOX 327",,COPPEROPOLIS,CA,95228-0000,,,"NEW NFPA 13R FIRE SPRINKLER SYSTEM FOR (E) SINGLE FAMILY HOME. underground under separate permit. REF PA 2016-0919-8076. Fire alarm for monitoring under separate permit.  50 heads.",
#201702169538,8,2017/02/16,2017/03/09,ISSUED,9,2017/07/09,4500,4500,OFFICE,0,OFFICE,0,2,,38,38,38,,14,3709,14,425,,MARKET,ST,,,RICK,WEIDNER,9164547408,"WEIDNER ARCHITECTURAL SIGNAGE",5001,24TH,ST,SACRAMENTO,CA,95822-0000,,,"LEVEL 1B & 2B- 10 evac maps maher na",
#201702169540,8,2017/02/16,2017/03/09,ISSUED,9,2017/09/09,15300,15000,APARTMENTS,259,APARTMENTS,259,2,,6,6,1,,23,4172,22,2660,,03RD,ST,,,RICK,WEIDNER,9164547408,"WEIDNER ARCHITECTURAL SIGNAGE",5001,24TH,ST,SACRAMENTO,CA,95822-0000,,,"34 EVAC MAPS MAHER NA",
#201702169560,8,2017/02/16,2017/03/02,ISSUED,9,2017/07/02,5000,5000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,,3,3,2,,3,6554,27,373,,CLIPPER,ST,,,ANDREW,FAY,4152984338,"FAY CONSTRUCTION & RESTORATION INC",800,MIRAMAR,AV,"SAN FRANCISCO",CA,94112-0000,,,"EXTERIOR  IMPROVEMENTS TO INCLUDE NEW ENTRY DOOR AND REPLACEMENT OF FRONT ENTRY STAIR IN KIND. NEW INTERIOR COAT CLOSET.",
#201702169562,8,2017/02/16,2017/03/13,ISSUED,9,2018/03/13,40000,40000,"RETAIL SALES",2,"BARBER/BEAUTY SALON",2,2,,2,2,2,,36,3611,2,2408,,FOLSOM,ST,,,GARY,LIU,4156026602,"GARY LIU**SEE NOTES** (ASK FOR ID**)",947,"MADRID STREET",,"SAN FRANCISCO",CA,94112-0000,,,"TI OF (E) COMM SPACE IN VICTORIAN STOREFRONT . NEW PARTITIONS AND FINISHES  MEP  UPGRADES TO CONVERT (E) VACANT RETAIL SPACE TO PERSONAL SERVICES. DISABLED ACCESS UPGRADES PER 20% RULE. REMOVAL OF A STEP AT ENTRY AND IMPROVE ITS ACCESSIBILITY. GRND FLR STOREFRONT TO BE MODOFIED",
#201702169571,4,2017/02/16,2017/03/23,ISSUED,9,2017/09/23,19400,19400,OFFICE,0,,,2,,4,,4,,5,5431A,12,1485,,"BAY SHORE",BL,,,JACK,MARTINELLI,4154684000,"MARTINELLI ENVIRONMENTAL GRAPH",1829,"EGBERT AV",ST,"SAN FRANCISCO",CA,94124-0000,,,"ERECT AN ILLUMINATE SINGLE FACED WALL SIGN. N/A MAHER ORDINANCE",
#201702169573,8,2017/02/16,2017/03/30,ISSUED,9,2018/03/30,30000,160000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,,4,4,3,,43,960,001E,10,,NORMANDIE,TR,,,GREGORY,COOK,4153088151,"COOK CONSTRUCTION",550,15TH,ST,"SAN FRANCISCO",CA,94103-0000,,,"NEW FOUNDATION WITH MINOR ADDITION AT 1ST LEVEL; MINIMAL INTERIOR REMODEL WITHIN (E) BLDG 1ST & 2ND",
#201702169575,8,2017/02/16,2017/03/01,ISSUED,9,2017/09/01,8000,8000,APARTMENTS,6,APARTMENTS,7,2,,4,4,3,,4,3631,17,987,,DOLORES,ST,0,,"FOOK HONG",SHAM,6505347946,"M L S BUILDER INC",1017,MACARTHUR,BL,OAKLAND,CA,94610-0000,,,"1ST FLOOR  - DESIGN & BUILD NEW FIRE SPRINKLER SYSTEM TO LEGALIZE EXISTING UNIT.  REF PA#201603162175.",
#201702169577,8,2017/02/16,2017/03/01,ISSUED,9,2017/07/01,1,1,APARTMENTS,3,APARTMENTS,3,2,,3,3,3,,7,3730,85,29,,RAUSCH,ST,,,,,,,,,,,,,,,"REVISION TO PA#2016-0908-7046 & TO COMPLY WITH COMPLAINT# 201759893  PROVIDE FOUNDATION DETAIL APPROX. 30"" IN HEIGHT. N/A ORDINANCE #155-13",
#201702169584,8,2017/02/16,2017/03/20,ISSUED,9,2017/07/20,5000,10000,OFFICE,,OFFICE,,2,,30,30,30,,4,3710,17,350,,MISSION,ST,,,"PAUL GREGORY",COSKO,4159862718,"HATHAWAY DINWIDDIE CONSTRUCTION CO.",275,BATTERY,ST,"SAN FRANCISCO",CA,94111,,,"new pads for mechanical equipment on roof  maher na",
