"APPLICATION #",FORM_NUMBER,FILE_DATE,STATUS_DATE,STATUS,STATUS_CODE,EXPIRATION_DATE,"ESTIMATED COST","REVISED COST","EXISTING USE","EXISTING UNITS","PROPOSED USE","PROPOSED UNITS",PLANSETS,15_DAY_HOLD?,"EXISTING STORIES","PROPOSED STORIES","ASSESSOR STORIES","VOLUNTARY SOFT-STORY RETROFIT","NO OF PAGES",BLOCK,LOT,STREET_NUMBER,STREET_NUMBER_SFX,AVS_STREET_NAME,AVS_STREET_SFX,UNIT,UNIT_SFX,FIRST_NAME,LAST_NAME,CONTRACTORPHONE,COMPANY_NAME,STREET_NUMBER,STREET,STREET_SUFFIX,CITY,STATE,ZIP_CODE,CONTACT_NAME,CONTACT_PHONE,DESCRIPTION,
#201601116827,8,2016/01/11,2016/03/01,ISSUED,9,2017/03/01,30000,100000,APARTMENTS,18,APARTMENTS,18,2,,4,4,3,,9,1465,1,405,,33RD,AV,0,,"JOHN C.",POLLARD,4158260606,"S F GARAGE COMPANY INC.",1760,MISSION,ST,"SAN FRANCISCO",CA,94103-0000,,,"SOFT STORY RETROFIT PER SFBC CHAPTER 34B  2012 IEBC APPENDIX A-4  INSTALL (N) MOMENT FRAMES & (N) SHEARWALL.",
#201601126868,8,2016/01/12,2016/03/01,ISSUED,9,2017/03/01,80000,80000,APARTMENTS,12,APARTMENTS,12,2,,4,4,3,,5,498,9,2805,,"VAN NESS",AV,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"SOFT STORY COMPLIANCES. METHOD 2012 IEBC APPENDIX RA MANDATORY SEISMIC RETROFIET PER SF BC CHAPTER 34 B. BUILDING REINFORCEMENT RETROFEIT ON GR FL ADD 1 REGULAR MOMENT FRAME FOUNDATION  ANCHOR SILL BOLTING  HOLD DOWNS PER PLAN",
#201601126926,8,2016/01/12,2016/03/03,ISSUED,9,2017/03/03,75000,75000,APARTMENTS,24,APARTMENTS,24,2,,3,3,3,,20,1737,12,1241,,FUNSTON,AV,,,"JUAN CARLOS",PADILLA,5104907911,"CORNERSTONE SELECT BUILDERS INC",3490,UNION,ST,FREMONT,CA,94538-0000,,,"ADD USE - NEW 500 SQ FT FITNESS ROOM.",
#201601126928,8,2016/01/12,2016/03/03,ISSUED,9,2017/03/03,75000,75000,APARTMENTS,24,APARTMENTS,24,2,,3,3,3,,20,1737,14,1221,,FUNSTON,AV,0,,"JUAN CARLOS",PADILLA,5104907911,"CORNERSTONE SELECT BUILDERS INC",3490,UNION,ST,FREMONT,CA,94538-0000,,,"ADD USE - NEW 500 SQ FT LEASING OFFICE. CONVERT FOUR EXISTING PARKING STALLS TO 1 VAN ACCESSIBLE ADA STALL",
#201601126933,8,2016/01/12,2016/03/03,ISSUED,9,2016/09/03,6000,6000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,,2,2,1,,2,4965,35,1059,,HOLLISTER,AV,,,"YUN LING LEE",*,2185624,"NEW LAND CONSTRUCTION CO",,"938 SANTIAGO ST",,"SAN FRANCISCO",CA,94116,,,"TO COMPLY WITH NOV #201404131. REINFORCE EXTG FOUNDATION AT RIGHT SIDE OF BLDG. ADDITIONAL PERMIT REQUIRE PER APP#201509096534.",
#201601136983,8,2016/01/13,2016/03/10,ISSUED,9,2017/03/10,120000,120000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,2,2,1,,17,2916,32,94,,ROCKAWAY,AV,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"INTERIOR REMODEL  2ND FL REMODEL OF EXISTING BATH  KITCHEN  NEW BALCONY. 1ST FL REMODEL OF EXISTING BATH  BASEMENT REMODEL ADDS NEW BATH  GHYM  REBUILT INTERIOR STAIRS  EXTERIOR DOOR IS ADDED IN PLACE OF WINDOW AT SUBBASEMENT",
#201601157195,8,2016/01/15,2016/03/14,ISSUED,9,2016/09/14,22000,22000,"RETAIL SALES",0,"RETAIL SALES",0,2,,2,2,2,,5,3914,1,111,,"RHODE ISLAND",ST,,,VICENT,O'DRISCOLL,4154255220,"O'DRISCOLL CONTRACTING",530,"DIVISADERO STREET",,"SAN FRANCISCO",CA,94117-0000,,,"ADDITION OF PARTITION WALLS AS PER PLANS  ADDITION OF 2 NEW DOORS  NEW INTERIOR PAINT. MAHER NA",
#201601157211,8,2016/01/15,2016/03/17,ISSUED,9,2016/07/17,5000,5000,APARTMENTS,15,APARTMENTS,15,2,,4,4,3,,1,212,27,1085,,WASHINGTON,ST,,,"JAMES JINDING",CHEN,4152976525,"EGOODAT INC",45,"ROSS ALLEY",AL,"SAN FRANCISCO",CA,94108-0000,,,"UNIT #102: REVISION TO APP#2015-0910-6583. INSTALL  AND ADD FLOOR JOIST ABOVE TO SUPPORT LOAD FROM ABOVE. ENLARGE BEDROOM FROM HALLWAY SPACE. NO EXIT AFFECTED. N/A FOR MAHER",
#201601157230,8,2016/01/15,2016/03/15,ISSUED,9,2017/03/15,100000,100000,"RETAIL SALES",0,"RETAIL SALES",0,2,,5,5,5,,30,295,7,384,,POST,ST,,,JAMES,MARINI,2098259381,"MARINI CONSTRUCTION INC",11230,"E. VENTURE WAY",,MANTECA,CA,95336-0000,,,"TI FOR CARTIER BOUTIQUE SPACE 206 SQ FT GR FL SAKS 5TH AVE. WORK INCLUDES (N) FIXTURES  FINISHES  LIGHTING  FIRE PROTECTION UNDER SEPERATE PERMIT.",
#201601157245,8,2016/01/15,2016/03/31,ISSUED,9,2017/03/31,70000,70000,APARTMENTS,9,APARTMENTS,9,2,,4,4,3,,13,929,32,2275,,FRANCISCO,ST,,,JOSE,GONZALEZ,5109780860,"JARI CONSTRUCTION INC",3421,OHIO,AV,RICHMOND,CA,94804-0000,,,"GROUND FLOOR:  RETROFIT PER SFBC CHAPTER 34B PER 2012 IEBC APPENDIX A-4 FOR ADDING STEEL MOMENT FRAMES SSW PLY SHEATHING AND NEW FOUNDATION. N/A FOR MAHER",
#201601157250,8,2016/01/15,2016/03/04,ISSUED,9,2018/03/04,800000,800000,OFFICE,0,OFFICE,0,2,,20,20,20,,38,3735,62,75,,HAWTHORNE,ST,,,DOUG,GEARMAN,4157057900,"TURNER CONSTRUCTION CO",75,HAWTHORNE,ST,"SAN FRANCISCO",CA,94104-0000,,,"6TH FLOOR: PARTIAL FLOOR T.I.  FOR MEP SCOPE OF WORK. SEPERATE PERMIT: FIRE SPRINKLER  FIRE  LIFE SAFTY  RESTEROOMS  ELVATOR LOBBY  ARCHITECTURAL T.I.  AB 060 compliant  adding FSD's through rated walls.",
#201601197282,8,2016/01/19,2016/03/14,ISSUED,9,2016/09/14,10000,10000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,,2,2,2,,3,3101,16,135,,"SAN LEANDRO",WY,,,"YONG DONG",LIU,4155848076,"ALEX BUILDER INC",143,DELANO,AV,"SAN FRANCISCO",CA,94108-0000,,,"PROVIDE FOUNDATION EXCAVATION SEQUENCE AND TEMPORARY BUILDING SHORING FOR 201508315634",
#201601197294,8,2016/01/19,2016/03/01,ISSUED,9,2017/03/01,100000,150000,"FOOD/BEVERAGE HNDLNG",0,"FOOD/BEVERAGE HNDLNG",0,2,,7,7,8,,48,342,7,988,,MARKET,ST,,,ROBERT,WALKER,4155741431,"UPCYCLE BUILDERS INC.",1555,YOSEMITE,AV,"SAN FRANCISCO",CA,94110-0000,,,"Grd fl: TENANT IMPROVEMENT OF EXISTING SHELL SPACE INTO NEW BAR. UPDATES WILL INCLUDE NEW FINISHES  EQUIPMENT  LIGHTING AND HVAC SYSTEM. Life safety deferred.",
#201601197372,8,2016/01/19,2016/03/03,ISSUED,9,2017/03/03,15000,31160,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,0,,3,3,2,,0,2376,026B,2388,,48TH,AV,,,ANTHONY,CHU,4155735063,"ACME BUILDERS",3450,SACRAMENTO,ST,"SAN FRANCISCO",CA,94118-0000,,,"UPDATE KITCHEN  NEW CABINETS  FLOOR TILE  COUNTERTOP  UPDATE BATHROOM  NEW SHOWER STALL  FLOOR  TUB. ALL IN KIND.",
#201601207453,8,2016/01/20,2016/03/14,ISSUED,9,2016/09/14,25000,25000,OFFICE,0,OFFICE,0,2,,2,2,0,,11,5235,12,3801,,03RD,ST,,,"JOSE M.",RODRIGUEZ,4157261800,"R M BUILDERS",312,GLENCOURT,WY,PACIFICA,CA,94044-0000,,,"MECHANICAL AND ELECTRICAL IN REF T.I. PA#201506168956. TO COMPLY WITH TITLE 24.",
#201601207458,8,2016/01/20,2016/03/31,ISSUED,9,2017/03/31,100000,100000,APARTMENTS,12,APARTMENTS,12,2,,4,4,3,,12,935,13,2465,,CHESTNUT,ST,0,,JOSE,GONZALEZ,5109780860,"JARI CONSTRUCTION INC",3421,OHIO,AV,RICHMOND,CA,94804-0000,,,"SOFT STORY RETROFIT PER SFBC CHAPTER 34B ENGINEERING CRITERIA: 2012 IEBC APPENDIX A-4. SCOPE OF WORK INCLUDES ADDING NEW STEEL MOMENT FRAMES SIMPSOM STRONG WALLS AND PLYWOOD SHEATING ON EXISTING WALLS AND ADDING NEW FOUNDATIONS.",
#201601207459,8,2016/01/20,2016/03/16,ISSUED,9,2017/03/16,32000,32000,APARTMENTS,14,APARTMENTS,14,2,,4,4,3,,2,473,013D,3210,,GOUGH,ST,,,VICTOR,HON,4153991188,"HON'S CONSTRUCTION INC.",519,GREEN,ST,"SAN FRANCISCO",CA,94133,,,"#105 2/F: REMODEL EXISTING BATHROOM  REMODEL EXISTING KITCHEN - relocation of kitchen  CONVERT EXISTING KITCHEN INTO BEDROOM AND ADD WASHER/DRYER.",
#201601207472,8,2016/01/20,2016/03/02,ISSUED,9,2017/03/02,32000,32000,APARTMENTS,14,APARTMENTS,14,2,,4,4,3,,2,473,013D,3210,,GOUGH,ST,,,VICTOR,HON,4153991188,"HON'S CONSTRUCTION INC.",519,GREEN,ST,"SAN FRANCISCO",CA,94133,,,"4TH FLR: UNIT #304 REMODEL  REMODEL EXISTING BATHROOM  RELOCATE & REMODEL EXISTING KITCHEN  CONVERT EXISTING KITCHEN INTO BEDROOM  AND ADD WASHER AND DRYER.",
#201601217560,8,2016/01/21,2016/03/03,ISSUED,9,2018/03/03,300000,320000,OFFICE,0,OFFICE,40,2,,3,3,0,,28,857,3,65,,LAGUNA,ST,,,"JAMES E.",ROBERTS,9258200600,"OBAYASHI CORP GENERAL CONTRACTORS",20," OAK",CT,DANVILLE,CA,94526,,,"LEVEL ONE OF 65 laguna single story. CONVERSION OF ACCESSORY STORAGE SPACE TO OFFICE part of 55 LAGUNA. REF. TO PA#201306270646   TI work to existing commercial space to establish use to service  business perofesssional per SEC. 790.108. Total 2724 SF (5999 SF allowed) No exterior work.",
#201601217563,8,2016/01/21,2016/03/18,ISSUED,9,2017/03/18,100000,100000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,3,3,2,,23,1653,40,738,,11TH,AV,,,"GAVIN MACKEN",,4155053178,"MACKEN CONSTRUCTION",198,"EL VERANO",WY,"SAN FRANCISCO",CA,94127-0000,,,"REMODEL (E) LOWER FLOOR & MAIN FLOOR; REPLACE ALL FRONT WINDOWS IN KIND WITH NEW WOOD DOUBLE HUNG WINDOWS; PROVIDE STRUCTURAL UPGRADES & (N) SLAB ON GRADE.",
#201601217573,8,2016/01/21,2016/03/18,ISSUED,9,2017/03/18,150000,150000,APARTMENTS,12,APARTMENTS,13,2,,4,4,3,,21,2717,55,3420,,MARKET,ST,,,"JOSEPH JOHN PAUL",OGLE,4153793900,"S4S CONSTRUCTION INC",4630,GEARY,BL,"SAN FRANCISCO",CA,94118-0000,,,"ONE NEW DWELLING UNIT WITHIN (E) ENVELOPE  NEW KITCHEN AND BATH. NEW WINDOWS & DOORS VISIBLE FROM STREET. NO SPRINKLER OR F.A. UNDER THIS APPLICATION.",
#201601217577,8,2016/01/21,2016/03/28,ISSUED,9,2017/03/28,150000,225000,APARTMENTS,34,APARTMENTS,34,2,,4,4,3,,12,1591,005J,4740,,BALBOA,ST,,,TOMAS,LEHNER,9253499414,"EUROPEAN HOMECRAFT INC",1800,BELMONT,RD,CONCORD,CA,94520-0000,,,"REMODEL TWO UNITS # 211 & 212 -EXISTING KITCHEN AND BATH MOVE PARTITIONS  RENOVATE SIX UNITS IN KIND REPLACEMENT OF KITCHEN AND BATH  NEW FIXTURES AND CABINET.",
#201601217603,8,2016/01/21,2016/03/24,ISSUED,9,2016/09/24,5500,5500,APARTMENTS,9,APARTMENTS,9,2,,4,4,3,,2,3533,21,460,,14TH,ST,0,,CLIFF,MATTIS,7074691427,"STATION 1 FIRE PROTECTION",7276,LAURAS,LN,VACAVILLE,CA,95688-0000,,,"ADD 11 NEW FIRE SPRINKKLER TO NEW INLAW UNIT per NFPA 13 (13R not allowed). Ref Permit #201505277244 for architecturals. N/A FOR MAHER.",
#201601217604,8,2016/01/21,2016/03/24,ISSUED,9,2016/09/24,7000,15000,APARTMENTS,5,APARTMENTS,5,2,,3,3,3,,2,1002,32,2845,,WASHINGTON,ST,,,CLIFF,MATTIS,7074691427,"STATION 1 FIRE PROTECTION",7276,LAURAS,LN,VACAVILLE,CA,95688-0000,,,"INSTALL 12 NEW FIRE SPRINKLERS TO NEW LEGALIZED WITH NFPA 13R. T.I. PA# 201501135632",
#201601217634,8,2016/01/21,2016/03/21,ISSUED,9,2017/03/21,28600,30000,"RETAIL SALES",0,"RETAIL SALES",0,2,,1,1,1,,3,3614,69,2598,,FOLSOM,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"EXTEND EXISTING MEZZANINE 5FT FOR MORE SOUND SUPPORT  APPROX 30 SF. ADD ADA BATH GR FL  RESTORE STREET LEVEL DOORWAY. ADD MINOR PARTITION WALL WITH DOORWAY. NEW STAIRWAY TO MEZZANINE",
#201601217651,8,2016/01/21,2016/03/16,ISSUED,9,2017/03/16,30000,64500,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2,,4,4,3,,20,1270,20,920,,ASHBURY,ST,,,"ROBERTSON AND CO",,9252546785,"NEWEL&CO.INC. DBA:ROBERTSON- JENSEN &CO.",4,"LAS AROMAS  STE B",,ORINDA,CA,94563-0000,,,"BASEMENT LAYOUT REVISION  INCLUDING CONVERTING 557 SF OF UNCONDITIONED SPACE TO CONDITIONED SPACE. REVISION TO PA#201506159044",
#201601217679,8,2016/01/21,2016/03/11,ISSUED,9,2016/07/11,1000,4000,"NITE CLUB",,"WORKSHOP COMMERCIAL",,2,,2,2,2,,5,41,102,387,,BAY,ST,,,,,,,,,,,,,,,"TO ADRESS COMPLAINTS: 201690062  201690452  201689721: PER NOTICE OF ENFORCEMENT FROM PLANNING- CHANGING FROM PRIMARY USE AS A NIGHTCLUB /LOUNGE TO PRIMARY USE AS A DESIGN/ART STUDIO AND SECONDARY USE USE AS A LOUNGE TO HOST WEEKLY SWINGERS SOCIAL EVENT.",
#201601227713,8,2016/01/22,2016/03/04,ISSUED,9,2016/07/04,5000,25000,APARTMENTS,41,APARTMENTS,41,2,,5,5,1,,10,648,99,1700,,GOUGH,ST,10,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"UNIT #10 - REMOVE CLOSETS & PANTRY  ADD NEW WALL  RELOCATE ELEC. PANEL  REPLACE TOILET  ADD NEW LIGHTING & OUTLETS  REMODEL KITCHEN  REPLACE FLOORING.  COMPLIANCE WITH MAHER ORDINANCE NO 155-13 NOT REQUIRED.",
#201601227761,8,2016/01/22,2016/03/22,ISSUED,9,2018/03/22,909360,1200000,OFFICE,0,OFFICE,0,2,,6,6,6,,74,8721,10,500,,"TERRY A. FRANCOIS",BL,,,JOHN-MICHAEL,JOHNSON,4154341500,"PRINCIPAL BUILDERS INC.",616,MINNA,ST,"SAN FRANCISCO",CA,94103-0000,,,"TI 1ST FL TO DEMO AND CONSTRUCT NEW DOORS  PARTITONS  CEILINGS.  MEP INCLUDED TO INSTALL NEW FIXTURES AND EQUIPMENT. FIRE ALARMS/SPRINKLERS DEFERRED.  N/A MAHER",
#201601227783,8,2016/01/22,2016/03/14,ISSUED,9,2017/03/14,99000,99000,APARTMENTS,6,APARTMENTS,6,2,,3,3,3,,8,1230,6,533,,CLAYTON,ST,0,,MATTHEW,BURNS,4155958611,"SANDBANK CONSTRUCTION",1127,"GRANT AVE #3",ST,NOVATO,CA,94945-0000,,,"DEMO NON-STRUCTURAL WALLS  NEW KITCHEN CABINETS  PLUMBING  LIGHTS & ELECTRICAL. NO MECHANICAL OR FIRE.  ADDITION OF FULL BATHROOM  POWDER ROOM TO BATHROOM. RECONFIGUE LIVABLE SPACE FROM 2 BEDROOM TO 4 BEDROOM.",
#201601227792,8,2016/01/22,2016/03/25,ISSUED,9,2016/07/25,4000,24000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2,,3,3,2,,8,1467,5,423,,35TH,AV,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"GROUND FLOOR ONY - NO STRUCTURAL: ADD NEW LAUNDRY ROOM  NEW STORAGE AREA  NEW HALF BATHROOM",
#201601257853,8,2016/01/25,2016/03/25,ISSUED,9,2017/03/25,75000,75000,"FOOD/BEVERAGE HNDLNG",,"FOOD/BEVERAGE HNDLNG",,2,,3,3,3,,30,23,2,505,,BEACH,ST,0,,SUNG,KIM,5104147533,"ABLE PAINTING & CONSTRUCTION CO",4173,DARWIN,DR,FREMONT,CA,94555-0000,,,"MODIFY (E) KITCHEN WITH NEW TYPE I HOOD  NEW KITCHEN EQUIPMENT  GREASE EXHAUST & MAKE UP AIR UNIT.  N/A MAHER ORD. 155-13 ",
#201601257874,8,2016/01/25,2016/03/10,ISSUED,9,2016/07/10,1,1,"RETAIL SALES",0,"RETAIL SALES",0,2,,7,7,7,,37,309,11,212,,STOCKTON,ST,,,CASE,PEREIRA,7145278500,"ALAIN HIRSCH CONSTRUCTION CORP",4601,"EAST ANAHEIM STREET",,"LONG BEACH",CA,90804-0000,,,"REVISION TO 201510149662 AND 201512104687. SWITCHE LOCATION OF FITTING ROOM AND ELEC ROOM ON 2ND FL",
#201601257886,8,2016/01/25,2016/03/03,ISSUED,9,2017/03/03,1,39100,MANUFACTURING,0,MANUFACTURING,0,2,,2,2,2,,5,3730,32,267,,08TH,ST,,,NELSON,JAMESON,4157108656,"NELSON JAMESON CONSTRUCTION INC",107,JAMES,AV,"REDWOOD CITY",CA,94062-0000,,,"REVISION TO PA#201509116757  REVISE LIGHTING.  DEFERRED LIGHTING FOR REF. ARCH PA#201509116757. N/A ORDINANCE #155-13",
#201601257886,8,2016/01/25,2016/03/03,ISSUED,9,2017/03/03,1,39100,MANUFACTURING,0,MANUFACTURING,0,2,,2,2,2,,5,3730,32,269,,08TH,ST,,,NELSON,JAMESON,4157108656,"NELSON JAMESON CONSTRUCTION INC",107,JAMES,AV,"REDWOOD CITY",CA,94062-0000,,,"REVISION TO PA#201509116757  REVISE LIGHTING.  DEFERRED LIGHTING FOR REF. ARCH PA#201509116757. N/A ORDINANCE #155-13",
#201601267941,8,2016/01/26,2016/03/31,ISSUED,9,2017/03/31,40000,40000,OFFICE,0,OFFICE,0,2,,38,38,38,,14,3709,14,425,,MARKET,ST,,,DAVID,PLANT,4152850500,"PLANT CONSTRUCTION CO",300,NEWHALL,ST,"SAN FRANCISCO",CA,94124,,,"9TH TO 10TH FLOOR: STAIR RETROFIT MOCK-UP OF A SINGLE LANDING IN PREPARATION OF FULL STAIR RETROFIT. MAHER NA",
#201601268022,8,2016/01/26,2016/03/02,ISSUED,9,2017/03/02,200000,200000,APARTMENTS,12,APARTMENTS,12,2,,3,3,5,,14,798,31,930,,GROVE,ST,,,"SHEK FONG",LUN,4152719837,"SHEK'S CONSTRUCTION CO",110,"SAN ALESO",AV,"SAN FRANCISCO",CA,94127-0000,,,"REMODEL EXISTING FLOOR 1  2  AND 3. REMOVE DOORS  NON BEARING PARTITION WALLS  BATH AND KITCHEN FIXTURES  FURNISHINGS  EQUIPMENT. CONSTRUCT NEW DOORS  PARTITON WALLS  BATH  KITCHEN FIXTURES  FURNISHINGS  EQUIPMENT. ALL BAH AND KITCHENS NEW No Change to egress  occupancy  increase to area. MEP sep.",
#201601268031,8,2016/01/26,2016/03/03,ISSUED,9,2017/03/03,175000,175000,OFFICE,0,OFFICE,0,2,,29,29,0,,10,1300,1,101,,MONTGOMERY,ST,,,PETER,GOLDSMITH,4159782790,"GCI  INC",875,"BATTERY ST  1ST FLOOR",,"SAN FRANCISCO",CA,94111-0000,,,"24TH FL TI: DEMO OF PARTITIONS  DOORS/FRAMES  POWER  MILLWORK  LIGHT FIXTURES AND GRID. CONSTRUCTION OF INTERIOR TENANT PARTITONS  DOORS  FRAMES  POWER/DATA  MILLWORK  FINISHES. SUIETE IS CURRENTLY UNOCCUPIED ON THE 24TH FL. MEP  LS  SPRINKLER SYSTEM MODIFICATION SEP PERMIT",
#201601268042,8,2016/01/26,2016/03/10,ISSUED,9,2017/03/10,86000,115000,OFFICE,0,OFFICE,0,2,,9,9,13,,26,1275,59,350,,PARNASSUS,AV,,,THOMAS,BARNES,4155505900,"T C B   BUILDERS INC",130,DORE,AV,"SAN FRANCISCO",CA,94103-0000,,,"T.I. FOR STARBUCK COFFEE SHOP  EXTERIOR WORK TO INCLUDE INSTALLATION OF EXTGERIOR CHAIRS & TABLES & ACCESSIBLE RAMP  INTERIOR IMPROVEMENTS INCLUDE REMOVE & RELOCATE FIXTURES  EQPT  CASEWORK LIGHTING  & OTHER T.I. IMPROVEMENTS.",
#201601278091,8,2016/01/27,2016/03/15,ISSUED,9,2017/03/15,200000,200000,"FOOD/BEVERAGE HNDLNG",0,"FOOD/BEVERAGE HNDLNG",0,2,,4,4,,,33,606,1,2453,,FILLMORE,ST,,,WILLIAM,KREISL,5306428858,"OAKSTONE CONSTRUCTION INC.",4065,YOSEMITE,PL,PLACERVILLE,CA,95667-0000,,,"T.I. FOR NEW COFFEE CAFE IN EXTG COFFEE CAFE SPACE. WORK INCLUDES NEW FIXTURE FINISHES  EQUIPMENT   AND MEP. CONDITIONAL USE GRANTED UNDER PA #2015005741 CUA. FIRE PROTECTION UNDER SEPERATE PERMIT.",
#201601278114,8,2016/01/27,2016/03/08,ISSUED,9,2016/09/08,10000,10000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,,2,2,1,,0,1624,001A,1921,,BALBOA,ST,,,JOHN,ALEXANDER,6503733900,"JJJ & K INC./DBA: ALEXANDER COMPANY",1322,MARSTEN,RD,BURLINGAME,CA,94010-0000,,,"replace 2 windows at the front with marvin wood aluminum clad and 4 vinyl windows in the rear; ALUMINUM CLAD; XoX  SAME SIZE  SAME LOCATION",
#201601278124,8,2016/01/27,2016/03/04,ISSUED,9,2016/07/04,1,1,"RETAIL SALES",,"HEALTH STUDIOS & GYM",,2,,1,1,1,,4,1269,161,225,,FREDERICK,ST,,,"BURKE CONSTRUCTION",,4154851255,"BURKE CONSTRUCTION",110,CRESCENT,RD,"CORTE MADERA",CA,94925-0000,,,"REVISION TO 2015 0212 8182-S1: REVISED LIGHTING PLAN AND TITLE 24 CALCS.",
#201601278127,3,2016/01/27,2016/03/30,ISSUED,9,2017/03/30,33924,37200,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,,3,4,2,,3,2706,45,63,,CLARENDON,AV,,,JOSE,VALDEZ,5109720004,"TRIAD FIRE PROTECTION SYSTEM",35465,"DUMBARTON COURT",,NEWARK,CA,94560-0000,,,"INSTALL 48 VK457 PENDENTS  9 VK 302 PENDENTS AND 5 Upright VK300  SPRINKLERS. NO UNDERGROUND INCLUDED. 4TH FLOOR ADDITION AND REMODEL UNDER PA 2012 1228 6964",
#201601278152,8,2016/01/27,2016/03/15,ISSUED,9,2017/03/15,150000,200000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,Y,2,2,1,,22,3603,2,724,,NOE,ST,,,TONY,LEE,4156406474,"HING WAH CONSTRUCTION INC",1315,GENEVA,AV,"SAN FRANCISCO",CA,94112-0000,,,"BASEMENT: ADD 1 BEDROOM AND 1 BATHROOM. 1ST FLOOR: ADD 2 BEDROOMS  2 BATHROOMS  1 LAUNDRY AND REAR DECK. 2ND FLOOR: KITCHEN & AND BATH  NEW EOOF DECK AND ADD 3 SKYLIGHTD  NEW STAIRS FROM BASEMENT TO 2ND FLOOR. MORE THAN 25% WALLS TO REMAIN ",
#201601288211,8,2016/01/28,2016/03/09,ISSUED,9,2017/03/09,95000,95000,OFFICE,0,OFFICE,0,2,,3,3,1,,12,3573,27,2180,,HARRISON,ST,,,FABIAN,VALDIOSERA,4159081020,"SKYLINE CONSTRUCTION",731,"SANSOME ST. 4TH FLOOR",,"SAN FRANCISCO",CA,94111-0000,,,"2ND FLR: T.I. REMOVE (E) NON-STRUCTURAL PARTITIONS  CONSTRUCT NEW GYP BOARD  PARTITIONS AS SHOWN ON PLAN  MODIFY EXISTING ACOUSTICAL CEILING SEPARATE PERMIT SPRINKLER  LIFE SAFETY  MECHANICAL & ELECTRICAL; MAHER N/A",
#201601288213,8,2016/01/28,2016/03/18,ISSUED,9,2018/03/18,475680,475680,OFFICE,0,OFFICE,0,2,,34,34,0,,55,3711,13,77,,BEALE,ST,,,FABIAN,VALDIOSERA,4159081020,"SKYLINE CONSTRUCTION",731,"SANSOME ST. 4TH FLOOR",,"SAN FRANCISCO",CA,94111-0000,,,"32ND FLR:  INTERIOR NON-STRUCTURAL DEMOLITION  CONSTRUCTION OF RATED AND NON-RATED PARTITIONS  GLAZING DOORS & FRAMES  HARDWARE  MILLWORK  MECHANICAL AND ELECTRICAL INCLUDED; MAHER N/A",
#201601288242,8,2016/01/28,2016/03/28,ISSUED,9,2017/03/28,60000,60000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,,3,3,2,,5,2692,21,299,,DOUGLASS,ST,,,JARED,JOHNSON,4159874302,"JARED JOHNSON CONSTRUCTION",,"P O BOX 1752",,TRUCKEE,CA,96160-0000,,,"ADDING NEW CONDITIONED SPACE TO (E) GARAGE. NEW REC ROOM  FULL BATHROOM  OFFICE  NEW FURNACE TO HEAT PROPOSED CONDITIONED SPACE. NO WORK TO EXTERIOR OF STRUCTURE. NEW WOOD FLOORS  LIGHTING  NEW 200 AMP PANEL TO REPLACE (E) PANEL",
#201601288244,4,2016/01/28,2016/03/03,ISSUED,9,2016/07/03,4500,4500,"MISC GROUP RESIDNS.",0,,,2,,5,,0,,20,8711,32,540,,"MISSION BAY BLVD NORTH",BL,,,RICHARD,LUCHINI,5105337693,"ARROW SIGN COMPANY",1051,46TH,AV,OAKLAND,CA,94601,,,"NON ELECTRIC SIGN  LETTERS UNDER CANOPY",
#201601288249,4,2016/01/28,2016/03/03,ISSUED,9,2016/07/03,4500,4500,"MISC GROUP RESIDNS.",0,,,2,,5,,0,,20,8711,32,540,,"MISSION BAY BLVD NORTH",BL,,,RICHARD,LUCHINI,5105337693,"ARROW SIGN COMPANY",1051,46TH,AV,OAKLAND,CA,94601,,,"INSTALL (3) ILLUMINATED 3'2""S X 3'2""S PROJECTION SIGNS ON BUILDING EXTERIOR",
#201601288259,8,2016/01/28,2016/03/25,ISSUED,9,2016/07/25,1,1,"VACANT LOT",,APARTMENTS,116,2,,,4,,,39,870,3,100,,BUCHANAN,ST,,,SCOTT,BRAUNINGER,4155195180,"BUILD GROUP INC.",457,MINNA,ST,"SAN FRANCISCO",CA,94103-0000,,,"ARCH PERMIT REVISION FOR IDF CLOSET LOCATION IDENTIFICATION. REF. PA 201209059005 (S3).",
