"APPLICATION #",FORM_NUMBER,FILE_DATE,STATUS_DATE,STATUS,STATUS_CODE,EXPIRATION_DATE,"ESTIMATED COST","REVISED COST","EXISTING USE","EXISTING UNITS","PROPOSED USE","PROPOSED UNITS",PLANSETS,15_DAY_HOLD?,"EXISTING STORIES","PROPOSED STORIES","ASSESSOR STORIES","VOLUNTARY SOFT-STORY RETROFIT","NO OF PAGES",BLOCK,LOT,STREET_NUMBER,STREET_NUMBER_SFX,AVS_STREET_NAME,AVS_STREET_SFX,UNIT,UNIT_SFX,FIRST_NAME,LAST_NAME,CONTRACTORPHONE,COMPANY_NAME,STREET_NUMBER,STREET,STREET_SUFFIX,CITY,STATE,ZIP_CODE,CONTACT_NAME,CONTACT_PHONE,DESCRIPTION,
#201606240850,8,2016/06/24,2016/08/22,ISSUED,9,2017/08/22,70000,70000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,,2,2,1,,15,5700,27,431,,PRENTISS,ST,,,SEAN,KELLY,4156643000,"SEAN KELLY CONSTRUCTION",176,CORONA,ST,"SAN FRANCISCO",CA,94127-0000,,,"GROUND FLOOR CONVERSION OF 578 SQ. (E)GARAGE STORAGE TO (N)LIVING BATHROOM AND BEDROOM.  RENOVATION OF (E) KITCHEN LIVING ROOM.",
#201606240853,8,2016/06/24,2016/08/09,ISSUED,9,2017/08/09,125000,125000,APARTMENTS,3,APARTMENTS,3,2,,3,3,3,,30,3642,19,3266,,24TH,ST,,,EVAN,HENDRY,6502570368,"EDGEWOOD BUILDERS INC",103,ROSEWOOD,WY,"SO. SAN FRANCISCO",CA,94080-0000,,,"INTERIOR RENOVATION OF UPPER FLOOR RESIDENTIAL UNITS.  UPGRADE HEATING  RENOVATE FLOORS  INSTALL WASHER/DRYER  RENOVATE BATH FINISHES  UPGRADE ELECTRICAL AS REQ  ADD 1 PARTITION WALL ON 2ND FL FRONT UNIT  REPAIR WATERPROOFING AND WINDOWS IN KIND",
#201606240853,8,2016/06/24,2016/08/09,ISSUED,9,2017/08/09,125000,125000,APARTMENTS,3,APARTMENTS,3,2,,3,3,3,,30,3642,19,3268,,24TH,ST,,,EVAN,HENDRY,6502570368,"EDGEWOOD BUILDERS INC",103,ROSEWOOD,WY,"SO. SAN FRANCISCO",CA,94080-0000,,,"INTERIOR RENOVATION OF UPPER FLOOR RESIDENTIAL UNITS.  UPGRADE HEATING  RENOVATE FLOORS  INSTALL WASHER/DRYER  RENOVATE BATH FINISHES  UPGRADE ELECTRICAL AS REQ  ADD 1 PARTITION WALL ON 2ND FL FRONT UNIT  REPAIR WATERPROOFING AND WINDOWS IN KIND",
#201606240853,8,2016/06/24,2016/08/09,ISSUED,9,2017/08/09,125000,125000,APARTMENTS,3,APARTMENTS,3,2,,3,3,3,,30,3642,19,3270,,24TH,ST,,,EVAN,HENDRY,6502570368,"EDGEWOOD BUILDERS INC",103,ROSEWOOD,WY,"SO. SAN FRANCISCO",CA,94080-0000,,,"INTERIOR RENOVATION OF UPPER FLOOR RESIDENTIAL UNITS.  UPGRADE HEATING  RENOVATE FLOORS  INSTALL WASHER/DRYER  RENOVATE BATH FINISHES  UPGRADE ELECTRICAL AS REQ  ADD 1 PARTITION WALL ON 2ND FL FRONT UNIT  REPAIR WATERPROOFING AND WINDOWS IN KIND",
#201606240868,8,2016/06/24,2016/08/02,ISSUED,9,2017/08/02,90000,102000,APARTMENTS,10,APARTMENTS,10,2,,4,4,3,,12,2745,2,630,,CORBETT,AV,0,,JOSE,GONZALEZ,5109780860,"JARI CONSTRUCTION INC",3421,OHIO,AV,RICHMOND,CA,94804-0000,,,"SOFT STORY RETROFIT PER IEBC 2012 CHAPTER A4. ADD SHEAR WALLS  SIMPSON STRONG WALLS AND NEW FOUNDATION",
#201606240870,8,2016/06/24,2016/08/03,ISSUED,9,2017/08/03,40000,75000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2,,3,3,2,,9,1427,4,207,,06TH,AV,,,PATRICK,"JUN LIN",4159998013,"AERO CONSTRUCTION INC",1945,"20TH AVENUE",,"SAN FRANCISCO",CA,94116-0000,,,"ADD 1 NEW LAUNDRY ROOM  ONE MEDIA ROOM  ONE ENTERTAINMENT AND ONE HALF BATHROOM ON 1ST FLOOR PER PLAN.",
#201606240870,8,2016/06/24,2016/08/03,ISSUED,9,2017/08/03,40000,75000,"2 FAMILY DWELLING",2,"2 FAMILY DWELLING",2,2,,3,3,2,,9,1427,4,209,,06TH,AV,,,PATRICK,"JUN LIN",4159998013,"AERO CONSTRUCTION INC",1945,"20TH AVENUE",,"SAN FRANCISCO",CA,94116-0000,,,"ADD 1 NEW LAUNDRY ROOM  ONE MEDIA ROOM  ONE ENTERTAINMENT AND ONE HALF BATHROOM ON 1ST FLOOR PER PLAN.",
#201606270910,4,2016/06/27,2016/08/02,ISSUED,9,2016/12/02,5000,5000,OFFICE,0,,,2,,5,,5,,7,3786,014B,340,,TOWNSEND,ST,,,ALAN,BARTIZAL,5103363838,"GOLDEN GATE SIGN COMPANY INC.",711,INDEPENDENT,RD,OAKLAND,CA,94621-0000,,,"INSTALL ELECTRIC SINGLE WALL FACED SIGN",
#201606270951,8,2016/06/27,2016/08/09,ISSUED,9,2017/08/09,75000,75000,APARTMENTS,15,APARTMENTS,15,2,,4,4,3,,7,590,9,2199,,PACIFIC,AV,,,JOHN,MULLIGAN,5105346502,"GRAND INDUSTRIES INC",1362,53RD,AV,OAKLAND,CA,94601-0000,,,"INSTALL 2 NEW STEEL MOMENT FRAMES & CONCRETE. ANCHOR BLOCK AT FRONT SIDE OF BLD. STRENGTHEN EXIST SHEAR WALL AT FRONT SIDE OF BLD.",
#201606270958,8,2016/06/27,2016/08/26,ISSUED,9,2017/08/26,20000,34000,"FOOD/BEVERAGE HNDLNG",,"FOOD/BEVERAGE HNDLNG",,2,,1,1,2,,7,691,012A,1217,,SUTTER,ST,,,DENNIS,CULLINANE,4158619200,"CULLINANE PLASTERING",114,BEULAH,ST,"SAN FRANCISCO",CA,94117-0000,,,"INSTALL 3 NEW G/E ROOFTOP PACKAGE UNITS. INSTALL 1 EF FOR RESTROOM. INCLUDING MAIN DUCT RUNS AND AIR OUTLETS. KITCHEN VENTILATION EQUIP VY OTHERS REF PA 2015-0915-6982. Fire alarm deferred.",
#201606270964,8,2016/06/27,2016/08/17,ISSUED,9,2016/12/17,1000,1000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,,2,2,2,,2,5727,9,548,,BANKS,ST,,,OWNER,,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"TO COMPLY WITH NOV 2016-15172: TO PERMIT THE REPLACEMENT OF AN (E) OFFICE WINDOW WITH A NEW DOOR AND STAIRS.",
#201606270971,8,2016/06/27,2016/08/01,ISSUED,9,2017/08/01,40000,40000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,,2,2,1,,11,5652,10,152,,BANKS,ST,,,"KIRSTEN ANN",ELLIOTT,5109709817,"ELLIOTT BUILD",,"P.O. BOX  2746",,BERKELEY,CA,94702-0000,,,"PROJECT CONSISTS OF A NEW DECK TO CONNECT LIVING AREAS ON 2ND FLOOR. TO REAR YARD EXTERIOR WORK ALSO INCLUDES NEW GUARDRAILS AT (E) CONCRETE RETAINING WALL  NEW EXTERIOR STAIRS & FIRE RATED FENCES IN THE REAR YARD",
#201606270992,8,2016/06/27,2016/08/31,ISSUED,9,2017/08/31,20000,50000,APARTMENTS,6,APARTMENTS,6,2,,4,4,3,,4,3548,109,245,,14TH,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"SOFT STORY RETROFIT PER SFBC CHAPTER 34B ENGINEERING CRITERIA 2012 IEBC APPENDIX A-4",
#201606270992,8,2016/06/27,2016/08/31,ISSUED,9,2017/08/31,20000,50000,APARTMENTS,6,APARTMENTS,6,2,,4,4,3,,4,3548,109,247,,14TH,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"SOFT STORY RETROFIT PER SFBC CHAPTER 34B ENGINEERING CRITERIA 2012 IEBC APPENDIX A-4",
#201606270992,8,2016/06/27,2016/08/31,ISSUED,9,2017/08/31,20000,50000,APARTMENTS,6,APARTMENTS,6,2,,4,4,3,,4,3548,109,249,A,14TH,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"SOFT STORY RETROFIT PER SFBC CHAPTER 34B ENGINEERING CRITERIA 2012 IEBC APPENDIX A-4",
#201606281046,8,2016/06/28,2016/08/16,ISSUED,9,2017/02/16,3000,6000,APARTMENTS,8,APARTMENTS,8,2,,3,3,3,,1,551,14,1640,,VALLEJO,ST,0,,"DREW JAMES",NOMELLINI,4154041732,"NOMELLINI CONSTRUCTION * ASK FOR ID *",412,HOWARD,ST,"REDWOOD CITY",CA,94063-0000,,,"REPLACEMENT OF (E) WOOD TILE ON THE (E) ROOF DECK WITH NEW NON-COMBUSTIBLE PORCELAIN PAVERS  NO HORIZONTAL OR VERTICAL EXTENSIONS.",
#201606281050,8,2016/06/28,2016/08/01,ISSUED,9,2018/08/01,650000,750000,OFFICE,320,OFFICE,320,2,,23,23,6,,47,3716,21,121,,SPEAR,ST,,,JOHN-MICHAEL,JOHNSON,4154341500,"PRINCIPAL BUILDERS INC.",616,MINNA,ST,"SAN FRANCISCO",CA,94103-0000,,,"TENANT IMPROVEMENT TO INCLUDE NEW PARTITIONS WITH GLAZING CONFIGURATION  CEILING AND POWER DATA WORK AND FINISHES. MINIMAL STRUCTURAL WORK FOR NEW MOVEABLE PARTITION AND GUARDRAIL AT E BALCONY. SUITE IS CURRENTLY UNOCCUPIED. LIFE SAFETY AND SPRINKLER SYSTEM MODIFICIATION TO BE UNDER SEPARATE PERMIT.",
#201606281086,4,2016/06/28,2016/08/01,ISSUED,9,2016/12/01,1700,1700,"FOOD/BEVERAGE HNDLNG",,,,2,,2,,2,,6,12,007A,235,,JEFFERSON,ST,,,"VU SI",GIANG,4085823606,"VU SI GIANG",3013,HOSTETTER,RD,"SAN JOSE",CA,95132-0000,,,"INSTALL ELECTRIC WALL SIGN",
#201606281107,8,2016/06/28,2016/08/25,ISSUED,9,2017/08/25,150000,150000,"RETAIL SALES",0,"RETAIL SALES",0,2,,2,2,,,39,7295,21,3251,,20TH,AV,,,JOHN,JACKSON,9494803413,"JRM CONSTRUCTION MANAGEMENT",950,"SOUTH COAST",DR,"COSTA MESA",CA,92626-0000,,,"T.I.  IN UNIT #153  TO INCLUDE NEW FINISHES THROUGHOUT. NEW PARTITIONS TO CREATE STAFF AREA IN REAR OF STORE. RESTROOM REMODEL FOR A.D.A. COMPLIANCE.NEW NANAWALL SECURITY DOOR AT ENTRY TO STORE INSIDE STONESTOWN MALL.",
#201606281113,8,2016/06/28,2016/08/15,ISSUED,9,2017/08/15,50000,50000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,,3,3,2,,13,1932,039A,517,,LAWTON,ST,,,ROBERT,BEVC,4157165797,"B R S CONSTRUCTION",39,ESCONDIDO,AV,"SAN FRANCISCO",CA,94132-0000,,,"PROPOSED INTERIOR REMODEL TO 2ND FLR: EXPANDING THE KITCHEN & ADDING 1 HALF BATH & 1 NEW ENTERTAINMENT ROOM. NO WORK @ 1ST & 3RD FLOOR  NO CHANGE TO FRONT FACADE. ALL WORK TO BE PERFORMED WITHIN (E) BOUNDARY OF THE BLDG.",
#201606281124,3,2016/06/28,2016/08/10,ISSUED,9,2016/12/10,1,1,APARTMENTS,37,APARTMENTS,38,2,,5,5,5,,1,693,15,1036,,POLK,ST,,,"ARTEM ALEKSANDROVI"," VUSIK I",9166623123,"BOSS CONSTRUCTION INC.",4409,"HARDWICK WAY",,"NORTH HIGHLANDS",CA,95660-0000,,,"UNIT #302 & #302A - REVISION TO REF PA  2015 0213 8346: REVISE KITCHEN LAYOUT - NOTE: THIS APPLICAION WILL INCREASE # OF UNIT FROM 37 TO 38 - MAHER NA",
#201606281126,3,2016/06/28,2016/08/10,ISSUED,9,2016/12/10,1,1,APARTMENTS,36,APARTMENTS,37,2,,5,5,5,,1,693,15,1036,,POLK,ST,,,"ARTEM ALEKSANDROVI"," VUSIK I",9166623123,"BOSS CONSTRUCTION INC.",4409,"HARDWICK WAY",,"NORTH HIGHLANDS",CA,95660-0000,,,"UNIT #408 & #408A - REVISION TO REF PA  201512225755: REVISE KITCHEN LAYOUT - NOTE: THIS APPLICATION WILL INCREASE # 0F UNITS FROM (E) 36 TO 37 - MAHER NA",
#201606281134,8,2016/06/28,2016/08/05,ISSUED,9,2017/08/05,50000,83000,OFFICE,0,OFFICE,0,2,,3,3,3,,11,3509,8,170,,09TH,ST,,,"RICHARD WHITNEY STEVENS",,4156263338,"C C I  COMMERCIAL CONSTRUCTION & IMPROV",2,"HENRY ADAMS ST  STE M99",,"SAN FRANCISCO",CA,94103-0000,,,"VOLUNTARY LATERAL STRENGHTENING  SHELL UPGRADE FOR VACANT BUILDING. ADA UPGRADE REFER TO BPA# 2016-05-20-7977 PER PLAN.",
#201606291160,3,2016/06/29,2016/08/30,ISSUED,9,2017/08/30,22000,26825.05,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,,4,4,3,,20,964,1,2901,,BROADWAY,*,,,RONALD,DEMARTINI,5107313081,"SIEMENS INDUSTRY  INC.",25821,INDUSTRIAL,BL,HAYWARD,CA,94545-0000,,,"ALL FLOORS. FIRE ALARM WORK FOR THE ENTIRE RESIDENCE  ADDITIONS ARE 1 CONTROL PANEL  1 PULL STATION  18 SMOKE DETECTORS  2 VERDA SMOKE DECTECTION SYSTEMS  AND 1 MODLE. REF P/A 201306109080 & 201407010243 (REVISIONS.) N/A FOR MAHER ORDINANCE NO. 155-13.",
#201606291169,3,2016/06/29,2016/08/01,ISSUED,9,2017/08/01,200000,200000,OFFICE,,OFFICE,,2,,5,5,5,,9,5431A,001G,200,,PAUL,AV,,,"BRUCE D.",EADS,2097855522,"ECO FIRE SPRINKLERS INC",,"PO BOX 327",,COPPEROPOLIS,CA,95228-0000,,,"Remove wet system and ADD 2 SINGLE INTERLOCK PREACTION SYSTEMS (FIRE SPRINKLER) AT THE NORTHEAST CORNER OF THE 2ND LEVEL OF BUILDING D AT 200 PAUL STREET. Suite 260D (RM 245-252) N/A FOR MAHER ORDINANCE NO. 155-13.",
#201606291174,8,2016/06/29,2016/08/31,ISSUED,9,2017/08/31,125000,150000,"WAREHOUSE NO FRNITUR",0,GREENHOUSE,0,2,,1,1,1,,18,3920,5,150,,POTRERO,AV,,,COURTNEY,SCHROBSDORFF,8013680193,"SCHROBSDORFF CONSTRUCTION",1982,MCALLISTER,,"SAN FRANCISCO",CA,94115-0000,,,"DEMOLISH 113 LF NON BEARING PARTITIONS AND 2 RESTROOMS. BUILD APPROX 475 LF OF NON BEARING PARTITIONS. ADD COMPLIANT RESTROOM & ENTRY. REMOVE CURB CUT AT POTRERO ST. MAHER N/A",
#201606291194,8,2016/06/29,2016/08/30,ISSUED,9,2016/12/30,5000,5000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,0,,2,2,1,,0,1905,12,1647,,38TH,AV,,,STEVE,CHUI,4152976286,"KINETIC CONSTRUCTION",140,ROLPH,ST,"SAN FRANCISCO",CA,94112-0000,,,"replace 3 windows at the rear with vinyl clad double pane replace garage door within the existing opening replace 2 windows facing street with aluminum clad windows.  ",
#201606301269,8,2016/06/30,2016/08/02,ISSUED,9,2017/02/02,21600,21600,OFFICE,0,OFFICE,0,2,,32,32,32,,8,264,4,1,,CALIFORNIA,ST,,,ESTELA,CONANAN,6509183200,"HONEYWELL INTERNATIONAL  INC",1099,"SNEATH LANE",,"SAN BRUNO",CA,94066-0000,,,"6TH FL F/A: INSTALL 1 STROBE POWER SUPPLY  7 CEILING SPEAKER/STROBES  4 SMOKE DET  4 DUCT DET  9 PILOT RELAYS  2 EMERGENCY DOOR RELEASE  2 MONITOR MODULES  REPLACE 4 DUCT DET  5 CEILING SPEAKER/STROBES  RELOCATE 2 SMOKE DET  REWIRE 2 CONTROL MODULE. T.I.#201604134657 2016.04.20.5232  2016.04.13.4657",
#201606301282,8,2016/06/30,2016/08/17,ISSUED,9,2017/08/17,200000,200000,OFFICE,,OFFICE,,2,,22,22,22,,14,258,32,601,,CALIFORNIA,ST,,,KYLE,PEACOCK,9252834550,"PEACOCK CONSTRUCTION",200,"PINE ST 4TH FL",,"SAN FRANCISCO",CA,94104-0000,,,"8TH FLOOR - PROJECT IS A NEW TENANT IMPROVEMENT SUITE FROM SHELL ON MULTI FLOOR. BUILD OUT INCLUDES NEW GYP BOARD  PARTITIONS  CASEWORK  PLUMBING  CEILING & LIGHTING  FINISHES  ETC. ANY ALTERATION TO MEP/FIRE/LIFE SAFETY WILL BE UNDER SEP PERMIT.",
#201606301332,8,2016/06/30,2016/08/16,ISSUED,9,2017/08/16,190000,190000,OFFICE,0,OFFICE,0,2,,30,30,30,,17,232,16,3,,"EMBARCADERO CENTER",*,,,JOHN-MICHAEL,JOHNSON,4154341500,"PRINCIPAL BUILDERS INC.",616,MINNA,ST,"SAN FRANCISCO",CA,94103-0000,,,"DEMO OF (E) INTERCONNECTING STAIR AND 7TH FL RESTROOM. NEW FIXTURES ACCESSORIES  FINISHES IN RESTROOM. NO CHANGE IN OCCUPANCY  USE  AREA MAHER NOT REQ",
#201606301348,8,2016/06/30,2016/08/29,ISSUED,9,2016/12/29,5000,5000,"VACANT LOT",0,"1 FAMILY DWELLING",1,2,,0,4,2,,11,945,12,2528,,UNION,ST,,,DENNIS,CULLINANE,4158619200,"CULLINANE PLASTERING",114,BEULAH,ST,"SAN FRANCISCO",CA,94117-0000,,,"REVISION TO 201401226857. RECONFIGURE EXERCISE  MEDIA  SPA AREA TO FAMILY RM AND STORAGE AREA IN BASEMENT. REMOVE COLUMN AT DINING RM AT 1ST FL. ADDITION OF RETAINING WALLS AT REAR AND FRONT PROPERTY LINE",
#201607011377,8,2016/07/01,2016/08/09,ISSUED,9,2017/08/09,39000,52125,CHURCH,0,CHURCH,0,2,,3,3,2,,1,3609,83,3541,,20TH,ST,,,FRANK,ZENG,6264582413,"F & H PROTECTION INC.",1119,WESTMINSTER,AV,ALHAMBRA,CA,91803-0000,,,"INSTALL NEW FIRE SPRINKLER THROUGHT BUILDING PER NFPA 13 WITH NEW 4-INCH FIRE SERVICE OFF OF 8-INCH MAIN ON 20TH ST.: ADD 148 HEADS. REF PLAN FP-1. REF APP#201412103460",
#201607011388,8,2016/07/01,2016/08/11,ISSUED,9,2016/12/15,2000,2000,APARTMENTS,6,APARTMENTS,6,2,,4,4,4,,3,1237,7,900,,HAIGHT,ST,,,DAVID,"VAN OOSBREE",4154417150,"DAVID VAN OOSBREE",455,EDDY,ST,"SAN FRANCISCO",CA,94109-0000,,,"REPAIR EXTERIOR DECK AND FOOTING",
#201607011391,8,2016/07/01,2016/08/30,ISSUED,9,2017/08/30,40000,40000,APARTMENTS,8,APARTMENTS,8,2,,3,3,2,,5,1173,16,1960,,FULTON,ST,,,RAFAEL,GUROVICH,4156658484,"FORUM RENOVATION CO. INC",1857,MARKET,ST,"SAN FRANCISCO",CA,94103-0000,,,"SOFT STORY RETROFIT PER 2012 IEBC APPENDIX 4. N/A ORDINANCE #155-13",
#201607011457,8,2016/07/01,2016/08/08,ISSUED,9,2018/08/08,450000,450000,OFFICE,,OFFICE,,2,,3,3,3,,10,4016,1,2601,,MARIPOSA,ST,,,KEN,RAY,5103464395,"ACCO ENGINEERED SYSTEMS",1133,ALADDIN,AV,"SAN LEANDRO",CA,94577-4311,,,"REMOVE AND REPLACEW 1 (E) 85 TON PACKAGED HVAC UNIT MAHER NA",
#201607011464,8,2016/07/01,2016/08/09,ISSUED,9,2017/08/09,138000,150000,OFFICE,0,OFFICE,0,2,,33,33,33,,71,262,20,100,,PINE,ST,,,JOHN-MICHAEL,JOHNSON,4154341500,"PRINCIPAL BUILDERS INC.",616,MINNA,ST,"SAN FRANCISCO",CA,94103-0000,,,"PARTIAL 31ST FLR TI FOR PARTIAL FLOOR AND 32ND FLOOR TI FOR FULL FLOOR - MINOR DEMO  PARTITIONS  MECHANICAL  ELECTRICAL  CEILING AND FINISHES. MINOR ACCESSIBILITY UPGRADES TO THE BLDG CORE RESTROOMS  INCLUDE NEW ACCESSIBLE  MINOR TOILET PARTITION REVISIONS AND ACCESSORY ADJUSTMENTS",
#201607011468,8,2016/07/01,2016/08/24,ISSUED,9,2018/08/24,894800,894800,OFFICE,0,OFFICE,0,2,,20,20,20,,41,3735,62,75,,HAWTHORNE,ST,,,DOUG,GEARMAN,4157057900,"TURNER CONSTRUCTION CO",75,HAWTHORNE,ST,"SAN FRANCISCO",CA,94104-0000,,,"PARTIAL 2ND FLOOR INTERIOR TI ON MULTI-TENANT FLOOR IMPROVEMENTS INCLUDE PARTITIONS  ELECTRICAL  MECHANICAL  PLUMBING  CEILING  LIGHTING  FINISHES  AND LIFE SAFETY. NO STRUCTURAL SCOPE",
#201607011472,8,2016/07/01,2016/08/23,ISSUED,9,2017/08/23,4000,56000,OFFICE,4,OFFICE,4,2,,3,3,3,,7,227,32,670,,COMMERCIAL,ST,,,TED,GON,4158453706,"MUDDYORANGE FABRICATION",4038,"CESAR CHAVEZ",ST,"SAN FRANCISCO",CA,94131-0000,,,"1ST FLOOR: NO CHANGE OF USE/ NO EXTERIOR WORK. DEMO OF EXTG NON-LOAD BEARING WALLS. REFINISH FLOORS. PATCH AND PAINT WALLS.",
#201607011475,8,2016/07/01,2016/08/02,ISSUED,9,2017/08/02,94800,125000,"FOOD/BEVERAGE HNDLNG",0,"FOOD/BEVERAGE HNDLNG",0,2,,2,2,2,,23,3559,18,2251,,MARKET,ST,,,HENRY,KARNILOWICZ,4156217533,"OCCIDENTAL EXPRESS",1019,HOWARD,ST,"SAN FRANCISCO",CA,94103-2806,,,"RENOVATION GR FL EXISTING RESTAURANT WITH BASEMENT SPACE. NEW WORK TO INCLUDE ADA UPGRADES TO BAR AND RESTROOMSS. NON BEARING PARTITONS WALLS. REPLACE FINISHES  FIXTURES.",
#201607011485,4,2016/07/01,2016/08/23,ISSUED,9,2016/12/23,300,300,"FOOD/BEVERAGE HNDLNG",0,,,2,,4,,4,,4,1760,1,403,,IRVING,ST,,,TIMOTHY,KALABOLAS,6504303922,"ALL CONSTRUCTION SERVICES",531,SONORA,AV,"EL GRANADA",CA,94018-0000,,,"TO ERECT NON-ELECTRICAL WALL MOUNTED SIGN (B)",
#201607011486,4,2016/07/01,2016/08/23,ISSUED,9,2016/12/23,300,300,"FOOD/BEVERAGE HNDLNG",0,,,2,,4,,4,,4,1760,1,403,,IRVING,ST,,,TIMOTHY,KALABOLAS,6504303922,"ALL CONSTRUCTION SERVICES",531,SONORA,AV,"EL GRANADA",CA,94018-0000,,,"TO ERECT NON-ELECTRICAL PROJECTING SIGN (A)",
#201607051510,8,2016/07/05,2016/08/24,ISSUED,9,2017/08/24,55000,55000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,,3,3,2,,11,5666,10,156,,WOOL,ST,,,STEPHEN,MARTIS,4158260444,"STEPHEN GIORGIO DE MARTIS",80,WOOL,ST,"SAN FRANCISCO",CA,94110-0000,,,"REMODEL OF (E) BEDROOM INTO TWO SEPARATE BEDROOMS  REPLACE (E) WINDOWS; EXISTING ROOF - STRUCTURAL WORK",
#201607051563,8,2016/07/05,2016/08/26,ISSUED,9,2017/08/26,40000,40000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,,2,2,2,,14,5523,21,3288,,FOLSOM,ST,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"REMODEL: (E) SFD - NEW INTERIOR STAIRS TO FLOOR BASEMENT. FRAME FOR NEW STUDY AND LAUNDRY ROOM WALLS. 1ST FLR: REMODEL KITCHEN & BATHROOM  REPLACE EXTERIOR DOOR. ENLARGE BEDROOM. 2ND FLR: FRAME & INSTALL NEW BATHROOM. INSTALL NEW BAR SINK  REPLACE (E) DOOR ",
#201607051569,8,2016/07/05,2016/08/05,ISSUED,9,2016/12/05,1,1,"VACANT LOT",,APARTMENTS,55,2,,,5,0,,6,4041,9,680,,INDIANA,ST,,,JOYCE,CONVERSE,6504704700,"PALISADE BUILDERS INC",1875,"S BASCOM AVE STE 2400",ST,CAMPBELL,CA,95008-0000,,,"REVISION TO REF PA 2013 1224 4992 S3. CHANGE FLR AND ROOF ASSEMBLIES OF THE BAY WINDOWS AND JULIET BALCONIES AT 680 INDIANA ST. TO NON-VENTILATED ASSEMBLIES  CLOSED CELL SPRAY FOAM THAT WILL BE USED TO FILL ANY AIR GAPS IN THE FLOORS AND ROOFS  INCLUDING SLEEPER SPACE. MAHER ORD 155-13/N.A.",
#201607051580,8,2016/07/05,2016/08/02,ISSUED,9,2016/12/02,1,1,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,,4,4,3,,4,952,20,2850,,DIVISADERO,ST,,,EDUARDO,PANIAGUA,4158602482,"PANIAGUA CONSTRUCTION INC",176,RANDALL,ST,"SAN FRANCISCO",CA,94131-2765,,,"STRUCTURAL REVISION TO APP#201503181194. ADD TWO WINDOWS AT 4TH FL FACING THE STREET",
#201607051582,8,2016/07/05,2016/08/03,ISSUED,9,2017/08/03,30000,30000,APARTMENTS,11,APARTMENTS,11,2,,4,4,4,,7,547,8,2418,,"VAN NESS",AV,,,OWNER,OWNER,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"SOFT STORY RETROFIT PER SFBC CHAPTER 34B. 2012 IEBC APPENDIX A-4",
#201607051591,8,2016/07/05,2016/08/08,ISSUED,9,2017/08/08,132000,146667,OFFICE,0,OFFICE,0,2,,7,7,6,,33,293,6,150,,POST,ST,,,LANCE,GIDEL,4083700280,"GIDEL & KOCAL CONSTRUCTION CO INC",574,DIVISION,ST,CAMPBELL,CA,95008-0000,,,"DEMOLITION NON-STRUCTURAL 9E) WALLS. ALTERATION AND EXPANSION OF CURRENT SUITE 320 TO SUITE 310 & 335. FIRE SPRINKLERS AND LIFE SAFETY DEVICE MODIFICATION BY DESIGN BUILD. 20% ADA COMPLIANCE",
#201607051595,8,2016/07/05,2016/08/01,ISSUED,9,2017/02/01,21000,21000,"1 FAMILY DWELLING",1,"1 FAMILY DWELLING",1,2,,2,2,1,,5,5964,4,310,,MADISON,ST,,,OWNER,,,OWNER,,OWNER,,OWNER,CA,00000-0000,,,"COMPLY WITH COMPLAINT #201608391 & 201608991 - LEGALIZE ONE BATH & FAMILY ROOM AT FIRST FLOOR PER PLAN.",
#201607051605,8,2016/07/05,2016/08/10,ISSUED,9,2017/08/10,185000,185000,"RETAIL SALES",0,"RETAIL SALES",0,2,,6,6,6,,42,310,15,118,,GRANT,AV,,,SCOTT,BRAUNINGER,4155195180,"BUILD GROUP INC.",457,MINNA,ST,"SAN FRANCISCO",CA,94103-0000,,,"PARTIAL INTERIOR IMPROVEMENTS TO (E) RETAIL. REPLACEMENT OF (E) HVAC UNIT AND ITS DUCTWORK WITH A NEW WATER SOURCE HEAT PUMP TO SERVE: RENOVATED SPACE & REMOTE STORAGE AREA. NEW LIGHTING NEW RECEPTACLES AND SOME NEW EQUIPMENT  AS POWERED OFF EXISTING ELECTRICAL PANEL BOARDS",
